area,transect.ID,plot.ID,tree,common.name,scientific.name,family.name,type,DBH.2013,canopy.2013,light.2013,dead.2013,D.class.2013,Hcom.2013,Htot.2013,RN.2013,RS.2013,RE.2013,RW.2013,date.2013,DBH.2018,Htot.2018,dead.2018,date.2018,UTM.Easting,UTM.Northing
AND_A01,T2P4,8,64,breu branco,Protium paniculatum,Burseraceae,O,41.7,C,1,FALSE,NA,24.08,32.47,3.1,6,8,4,20130824,NA,NA,TRUE,20180322,296462.1011,9717702.36
AND_A01,T2P4,8,65,joao mole,Neea oppositifolia,Nyctaginaceae,O,35,C,1,FALSE,NA,27.31,31.19,3.1,4.1,2.3,5.6,20130824,36.1,NA,FALSE,20180322,296471.8608,9717709.613
AND_A01,T2P4,8,66,fava folha fina,Parkia sp.,Fabaceae,O,82.1,E,1,FALSE,NA,26.33,44.72,9.4,6.3,9.4,7.3,20130824,NA,NA,TRUE,20180322,296473.8595,9717700.726
AND_A01,T2P4,8,67,morta,NA,NA,O,74,NA,NA,TRUE,3,NA,27.17,NA,NA,NA,NA,20130824,NA,NA,TRUE,20180322,296475.6572,9717699.25
AND_A01,T2P4,8,68,andiroba,Carapa guianensis,Meliaceae,O,38.3,C,2,FALSE,NA,22.55,31.3,0.6,0.4,6.5,0.5,20130824,NA,NA,TRUE,20180322,296478.2912,9717698.337
AND_A01,T2P4,8,69,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,30.3,E,1,FALSE,NA,22.95,41.79,4.5,4.7,6.8,4.4,20130824,33.2,NA,FALSE,20180322,296481.2303,9717696.551
AND_A01,T2P4,8,70,seringarana,Micrandra minor,Euphorbiaceae,O,48.2,E,1,FALSE,NA,29.07,42.2,3.4,2,4,3.4,20130824,50,NA,FALSE,20180322,296461.7809,9717691.315
AND_A01,T2P4,8,71,inga branco,Inga thibaudiana,Fabaceae,O,40.2,C,2,FALSE,NA,29.64,39.41,6.3,1.2,6.2,4.7,20130824,43.5,NA,FALSE,20180322,296456.1711,9717686.844
AND_A01,T2P4,8,72,morta,NA,NA,O,38.3,NA,NA,TRUE,3,NA,6.47,NA,NA,NA,NA,20130824,NA,NA,TRUE,20180322,296452.8204,9717691.681
AND_A01,T2P4,8,73,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,38.7,C,1,FALSE,NA,21.1,32.46,3.4,3.9,3.1,3.4,20130824,45,NA,FALSE,20180322,296445.4793,9717679.093
AND_A01,T2P4,8,74,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,66,E,2,FALSE,NA,24.74,35.46,2.5,1.7,4,3.6,20130824,NA,NA,TRUE,20180322,296440.5864,9717680.176
AND_A01,T2P4,8,75,jataua,Trichilia micrantha,Meliaceae,O,36.2,C,1,FALSE,NA,28.66,35.96,7.2,1,5.5,1.5,20130824,39.2,NA,FALSE,20180322,296433.1269,9717684.47
AND_A01,T2P4,8,76,morta,NA,NA,O,38.3,NA,NA,TRUE,1,NA,28.1,NA,NA,NA,NA,20130824,NA,NA,TRUE,20180322,296472.1569,9717692.658
AND_A01,T2P4,8,77,morta,NA,NA,O,65,NA,NA,TRUE,2,NA,24.89,NA,NA,NA,NA,20130824,NA,NA,TRUE,20180322,296418.4429,9717718.767
AND_A01,T2P4,8,78,morta,NA,NA,O,36.8,NA,NA,TRUE,2,NA,16.36,NA,NA,NA,NA,20130824,NA,NA,TRUE,20180322,296455.7144,9717732.931
AND_A01,T2P4,8,79,breu barrote,Tetragastris panamensis,Burseraceae,O,60.7,C,1,FALSE,NA,17.11,29.69,2.2,6,6,4.3,20130824,NA,NA,TRUE,20180322,296426.6829,9717719.76
AND_A01,T2P4,8,80,jatereu,Lecythis idatimon,Lecythidaceae,O,49.3,C,1,FALSE,NA,22.06,31.01,1.5,6.8,1.4,7.6,20130824,NA,NA,TRUE,20180322,296426.1644,9717718.527
AND_A01,T2P4,8,81,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,53.5,C,1,FALSE,NA,21.1,29.53,3.7,6,3,5.6,20130824,NA,NA,TRUE,20180322,296428.6176,9717713.217
AND_A01,T2P4,8,172,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,14,TRUE,20180322,296455.7067,9717727.619
AND_A01,T2P4,8,173,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,21.83,NA,20180322,296462.5606,9717731.604
AND_A01,T2P4,8,174,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,23.12,TRUE,20180322,296461.1665,9717720.664
AND_A01,T2P4,8,175,gema de ovo,Aspidosperma parvifolium,Apocynaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,14.65,NA,20180322,296463.4715,9717716.934
AND_A01,T2P4,8,176,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,14.23,TRUE,20180322,296458.875,9717716.233
AND_A01,T2P4,8,177,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3,22.34,TRUE,20180322,296462.0544,9717712.731
AND_A01,T2P4,8,178,na,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,14.23,NA,20180322,296466.1766,9717707.7
AND_A01,T2P4,8,179,breu vermelho,Protium hebetatum,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.35,NA,20180322,296464.0522,9717709.883
AND_A01,T2P4,8,180,abiurana,Pouteria gongrijpii,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,14.76,NA,20180322,296461.2914,9717706.423
AND_A01,T2P4,8,181,joao mole,Neea oppositifolia,Nyctaginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,16.16,NA,20180322,296461.745,9717700.778
AND_A01,T2P4,8,182,arabacanga,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,17.37,NA,20180322,296468.9641,9717698.976
AND_A01,T2P4,8,183,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,16.95,TRUE,20180322,296464.49,9717694.219
AND_A01,T3P1,9,1,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,38.5,S,2,FALSE,NA,19.48,30.78,5,4.3,5.4,3.5,20130826,41.7,NA,FALSE,20180323,296104.3633,9718059.254
AND_A01,T3P1,9,2,macucu branco,Couepia sp.,Chrysobalanaceae,O,11.9,S,2,FALSE,NA,13.08,20,3.3,1.8,3,0.7,20130826,13.8,NA,FALSE,20180323,296104.0191,9718059.094
AND_A01,T3P1,9,3,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,13,S,2,FALSE,NA,11.11,17.8,2.3,2.3,2.4,1.6,20130826,NA,NA,TRUE,20180323,296108.1202,9718055.229
AND_A01,T3P1,9,4,jatereu,Lecythis idatimon,Lecythidaceae,O,19.3,S,2,FALSE,NA,14.67,25.14,3.1,2,5.6,1.9,20130826,20.4,NA,FALSE,20180323,296105.7779,9718051.556
AND_A01,T3P1,9,5,fava folha fina,Parkia sp.,Fabaceae,O,67,C,1,FALSE,NA,21.63,36.68,5,4.3,9.4,2.2,20130826,70,NA,FALSE,20180323,296109.4217,9718051.473
AND_A01,T3P1,9,6,pintadinho,Poeppigia sp.,Fabaceae,O,26.1,S,2,FALSE,NA,16.82,27.31,3.1,5.7,4.4,3.4,20130826,29.7,NA,FALSE,20180323,296109.7616,9718048.159
AND_A01,T3P1,9,7,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,39,S,2,FALSE,NA,17.69,24.59,6.4,4.8,4.2,7.7,20130826,41.5,NA,FALSE,20180323,296108.2386,9718046.485
AND_A01,T3P1,9,8,jatereu,Lecythis idatimon,Lecythidaceae,O,44.3,S,2,FALSE,NA,23.95,31.83,6,6.7,6.5,4.1,20130826,46.5,NA,FALSE,20180323,296111.6957,9718045.933
AND_A01,T3P1,9,9,inga branco,Inga thibaudiana,Fabaceae,O,14.2,S,2,FALSE,NA,11.19,16.7,1.3,1.4,1.1,2.1,20130826,NA,NA,TRUE,20180323,296113.3467,9718042.543
AND_A01,T3P1,9,10,cutitiriba,Pouteria sp.,Sapotaceae,O,10.9,S,2,FALSE,NA,6.54,10.4,2.2,0.8,0.2,3,20130826,NA,NA,TRUE,20180323,296117.9351,9718034.881
AND_A01,T3P1,9,11,inga branco,Inga thibaudiana,Fabaceae,O,40.2,S,2,FALSE,NA,14.44,27.05,7.6,4.4,7.6,4.3,20130826,NA,NA,TRUE,20180323,296116.8765,9718030.892
AND_A01,T3P1,9,12,pau jacare,Laetia procera,Salicaceae,O,16.8,S,2,FALSE,NA,15.56,22.45,0,4,1,2.4,20130826,17,NA,FALSE,20180323,296116.0242,9718030.441
AND_A01,T3P1,9,13,na,NA,NA,O,12.2,S,2,FALSE,NA,4.47,6.94,6.5,1,2.4,3,20130826,NA,NA,TRUE,20180323,296120.3143,9718030.221
AND_A01,T3P1,9,14,cutitiriba,Pouteria sp.,Sapotaceae,O,15.2,S,2,FALSE,NA,16.68,21.07,2,2,2.5,2.6,20130826,15.4,NA,FALSE,20180323,296119.2197,9718028.279
AND_A01,T3P1,9,15,breu branco,Protium paniculatum,Burseraceae,O,14,S,2,FALSE,NA,17.23,16.6,2.3,2.6,3.4,3,20130826,NA,NA,TRUE,20180323,296122.3266,9718026.094
AND_A01,T3P1,9,16,breu branco,Protium paniculatum,Burseraceae,O,12.8,S,2,FALSE,NA,14.39,21.98,3.7,0.4,0.5,1.6,20130826,NA,NA,TRUE,20180323,296118.7042,9718025.803
AND_A01,T3P1,9,17,breu branco,Protium paniculatum,Burseraceae,O,25.3,S,2,FALSE,NA,19.08,25.78,6.5,3.3,1,6.7,20130826,NA,NA,TRUE,20180323,296118.8076,9718024.704
AND_A01,T3P1,9,18,tauari,Couratari stellata,Lecythidaceae,O,43.2,C,1,FALSE,NA,19.09,27.92,5.3,1.7,3.3,4,20130826,43.2,NA,FALSE,20180323,296115.9702,9718019.457
AND_A01,T3P1,9,19,andiroba,Carapa guianensis,Meliaceae,O,49,C,1,FALSE,NA,18.43,34.17,3.6,3.7,8.3,4.6,20130826,51.5,NA,FALSE,20180323,296100.33,9718016.292
AND_A01,T3P1,9,20,tanibuca,Terminalia amazonia,Combretaceae,O,73,E,1,FALSE,NA,34.8,48.11,8.5,8.3,11.7,6.2,20130826,75.8,NA,FALSE,20180323,296097.4009,9718017.972
AND_A01,T3P1,9,21,piquiarana,Caryocar glabrum,Caryocaraceae,O,70.6,E,1,FALSE,NA,20.2,36.39,4.5,3.6,10,3.5,20130826,70.6,NA,FALSE,20180323,296099.1045,9718018.883
AND_A01,T3P1,9,22,jatereu,Lecythis idatimon,Lecythidaceae,O,40.9,C,1,FALSE,NA,19.5,28.9,4.6,4,6,5.3,20130826,42.1,NA,FALSE,20180323,296096.0746,9718013.992
AND_A01,T3P1,9,23,inga branco,Inga thibaudiana,Fabaceae,O,50.8,E,1,FALSE,NA,25.34,33.09,7,4.5,1,8.1,20130826,NA,NA,TRUE,20180323,296085.0633,9718012.485
AND_A01,T3P1,9,24,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,42.2,E,1,FALSE,NA,20.2,31.32,6.7,5.2,4,2.8,20130826,45.3,NA,FALSE,20180323,296085.5032,9718013.825
AND_A01,T3P1,9,25,massaranduba,Manilkara huberi,Sapotaceae,O,48.5,C,1,FALSE,NA,23.34,32.59,4.6,4.8,5.3,5.6,20130826,50.2,NA,FALSE,20180323,296088.7748,9718004.493
AND_A01,T3P1,9,26,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,48,C,1,FALSE,NA,22.86,32.35,4.1,7,10.3,3.2,20130826,51.3,NA,FALSE,20180323,296083.2399,9718000.32
AND_A01,T3P1,9,27,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,57.1,C,1,FALSE,NA,17.92,33.85,5,4.4,5.4,5.2,20130826,66.7,NA,FALSE,20180323,296075.9586,9718029.823
AND_A01,T3P1,9,28,casca seca,Licania canescens,Chrysobalanaceae,O,43,E,1,FALSE,NA,28.52,35.81,3.4,5.4,5.4,6.1,20130826,NA,NA,TRUE,20180323,296070.1136,9718037.903
AND_A01,T3P1,9,29,jatereu,Lecythis idatimon,Lecythidaceae,O,41.2,C,1,FALSE,NA,15.67,23.8,4,5.4,5.5,3,20130826,42.3,NA,FALSE,20180323,296068.9801,9718047.119
AND_A01,T3P1,9,30,parapara,Jacaranda copaia,Bignoniaceae,O,55.3,C,1,FALSE,NA,19.69,30.3,3.5,2.4,4,2.7,20130826,NA,NA,TRUE,20180323,296084.4425,9718052.094
AND_A01,T3P1,9,31,guajara bolacha,Pouteria oppositifolia,Sapotaceae,O,51.8,C,1,FALSE,NA,17.76,27.63,6.4,5,3.3,6.7,20130826,NA,NA,TRUE,20180323,296088.7737,9718034.011
AND_A01,T3P1,9,83,pato seco,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,24.19,NA,20180323,296097.0344,9718058.722
AND_A01,T3P1,9,84,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,13.88,NA,20180323,296097.4789,9718056.052
AND_A01,T3P1,9,85,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.5,NA,20180323,296096.305,9718058.489
AND_A01,T3P1,9,86,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,20.7,NA,20180323,296102.6668,9718050.988
AND_A01,T3P1,9,87,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,20.92,TRUE,20180323,296105.983,9718042.368
AND_A01,T3P1,9,88,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,28.02,TRUE,20180323,296104.5583,9718041.138
AND_A01,T3P1,9,89,atraca,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3,27.61,NA,20180323,296104.6798,9718040.886
AND_A01,T3P1,9,90,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,12.37,NA,20180323,296097.8864,9718049.944
AND_A01,T3P1,9,91,inga vermelho,Inga alba,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,21.66,NA,20180323,296095.9512,9718048.918
AND_A01,T3P1,9,92,abiu seco,Pouteria caimito,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,11.91,NA,20180323,296095.1307,9718053.927
AND_A01,T3P1,9,93,abiurana branca,Pouteria guianensis,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.17,NA,20180323,296092.2082,9718054.535
AND_A01,T3P1,9,94,abiu seco,Pouteria caimito,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,15.94,NA,20180323,296100.6981,9718057.243
AND_A01,T3P1,9,95,abiu seco,Pouteria caimito,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,13.88,NA,20180323,296101.5858,9718053.662
AND_A01,T3P1,9,96,parajuba,Manilkara bidentata,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,18.9,NA,20180323,296101.5504,9718044.962
AND_A01,T3P1,9,97,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,12.24,TRUE,20180323,296101.8435,9718044.794
AND_A01,T3P1,9,98,liana,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,13.88,NA,20180323,296101.6315,9718044.794
AND_A01,T3P1,9,99,pau de espeto,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.5,NA,20180323,296096.6464,9718039.723
AND_A01,T3P1,9,100,abiurana branca,Pouteria guianensis,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13.14,NA,20180323,296097.5845,9718039.977
AND_A01,T3P1,9,101,andiroba,Carapa guianensis,Meliaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,16.27,NA,20180323,296098.9071,9718038.317
AND_A01,T3P1,9,102,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,17.52,NA,20180323,296104.8545,9718039.199
AND_A01,T3P1,9,103,pintadinho,Poeppigia procera,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,17.57,NA,20180323,296110.921,9718034.352
AND_A01,T3P1,9,104,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11.15,NA,20180323,296116.7693,9718035.516
AND_A01,T3P1,9,105,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,12.95,NA,20180323,296117.7596,9718034.582
AND_A01,T3P1,9,106,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.5,TRUE,20180323,296117.2507,9718022.593
AND_A01,T3P1,9,107,breu barrote,Tetragastris panamensis,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,13.07,NA,20180323,296112.4298,9718016.76
AND_A01,T3P1,9,108,abiu escamoso,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15.5,NA,20180323,296109.8993,9718016.438
AND_A01,T3P1,9,109,andiroba,Carapa guianensis,Meliaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,23.24,NA,20180323,296106.9977,9718019.145
AND_A01,T3P1,9,110,açai,Euterpe oleracea,Arecaceae,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,11.22,NA,20180323,296108.6366,9718023.553
AND_A01,T3P1,9,111,abiu seco,Pouteria caimito,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,13.57,NA,20180323,296108.0888,9718025.811
AND_A01,T3P1,9,112,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,21.4,NA,20180323,296112.372,9718029.136
AND_A01,T3P1,9,113,breu vermelho,Protium hebetatum,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.59,NA,20180323,296113.4406,9718023.59
AND_A01,T3P2,10,32,morta,NA,NA,O,23.7,NA,NA,TRUE,4,NA,8.5,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296167.3354,9717916.291
AND_A01,T3P2,10,33,morta,NA,NA,O,90,NA,NA,TRUE,3,NA,52.65,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296172.0623,9717913.878
AND_A01,T3P2,10,34,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,55,E,1,FALSE,NA,28.92,32.74,5,3.9,4.3,6.8,20130826,NA,NA,NA,20180323,296163.0488,9717909.179
AND_A01,T3P2,10,35,breu barrote,Tetragastris panamensis,Burseraceae,O,38.8,C,1,FALSE,NA,17.51,23.28,5.2,3.8,3.8,3.4,20130826,NA,NA,TRUE,20180323,296174.5827,9717906.558
AND_A01,T3P2,10,36,arataciu,Sagotia racemosa,Euphorbiaceae,O,11.7,S,2,FALSE,NA,7.33,12.41,2.8,3,2.8,1.8,20130826,NA,NA,TRUE,20180323,296174.4883,9717906.524
AND_A01,T3P2,10,37,breu,Protium heptaphyllum,Burseraceae,O,16.8,S,2,FALSE,NA,9.03,13.83,2.3,2.4,1.9,2.8,20130826,NA,NA,TRUE,20180323,296172.2233,9717905.699
AND_A01,T3P2,10,38,tanibuca,Terminalia amazonia,Combretaceae,O,21,S,2,FALSE,NA,14.67,18.98,2,1.9,2.8,3.5,20130826,NA,NA,TRUE,20180323,296175.9845,9717902.95
AND_A01,T3P2,10,39,tauari,Couratari stellata,Lecythidaceae,O,12.6,S,2,FALSE,NA,11.9,13.55,2.8,0,0.5,4.5,20130826,NA,NA,TRUE,20180323,296175.347,9717898.799
AND_A01,T3P2,10,40,breu branco,Protium paniculatum,Burseraceae,O,16.1,S,2,FALSE,NA,12.78,16.31,4.1,3,3.2,2.8,20130826,NA,NA,TRUE,20180323,296177.0552,9717898.189
AND_A01,T3P2,10,41,morta,NA,NA,O,43,NA,NA,TRUE,3,NA,2.37,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296173.1535,9717896.033
AND_A01,T3P2,10,42,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,17.4,S,2,FALSE,NA,13.63,18.35,2.7,2.5,2.4,4.2,20130826,NA,NA,TRUE,20180323,296177.6616,9717895.319
AND_A01,T3P2,10,43,iperana,Eperua bijuga,Fabaceae,O,15.3,S,2,FALSE,NA,14.64,15.55,2.7,3.1,1.6,1.8,20130826,17.1,NA,FALSE,20180323,296177.1656,9717890.8
AND_A01,T3P2,10,44,andiroba,Carapa guianensis,Meliaceae,O,53.2,C,1,FALSE,NA,14.42,23.13,4.5,3.7,3.2,4.4,20130826,53.8,NA,FALSE,20180323,296166.2743,9717885.729
AND_A01,T3P2,10,45,paricarana,Dimorphandra macrostachya,Fabaceae,O,18.1,S,2,FALSE,NA,13.96,18.36,4.3,5.4,2.5,4.5,20130826,22.5,NA,FALSE,20180323,296176.2169,9717887.555
AND_A01,T3P2,10,46,jatereu,Lecythis idatimon,Lecythidaceae,O,11.2,S,2,FALSE,NA,7.33,9.65,1.2,2.3,1.8,2,20130826,11.3,NA,FALSE,20180323,296179.438,9717885.962
AND_A01,T3P2,10,47,pelo de cutia,Banara guianensis,Salicaceae,O,14.4,S,2,FALSE,NA,13.08,16.05,2,2.9,3.3,1.6,20130826,NA,NA,TRUE,20180323,296182.6375,9717881.474
AND_A01,T3P2,10,48,inga peludo,Inga grandis,Fabaceae,O,12.2,S,1,FALSE,NA,10.91,15.75,0.8,3.7,1.6,4.3,20130826,15.8,NA,FALSE,20180323,296183.0631,9717880.29
AND_A01,T3P2,10,49,marupa,Simarouba amara,Simaroubaceae,O,11.1,S,1,FALSE,NA,12.11,15.22,1.8,3.5,1.3,0.3,20130826,NA,NA,TRUE,20180323,296182.8879,9717877.846
AND_A01,T3P2,10,50,morta,NA,NA,O,57,NA,NA,TRUE,3,NA,6.12,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296158.8941,9717876.955
AND_A01,T3P2,10,51,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,41.2,C,1,FALSE,NA,19.06,28.49,4.3,3.5,0.7,4.8,20130826,43.7,NA,FALSE,20180323,296143.2814,9717864.838
AND_A01,T3P2,10,52,jatereu,Lecythis idatimon,Lecythidaceae,O,37.6,S,1,FALSE,NA,20.39,32.53,6,2,3.7,2,20130826,38,NA,FALSE,20180323,296136.1889,9717886.309
AND_A01,T3P2,10,53,abiurana,Pouteria gongrijpii,Sapotaceae,O,40.8,C,1,FALSE,NA,22.73,32.73,2.4,3.3,4,2.1,20130826,40.8,NA,FALSE,20180323,296138.6637,9717888.26
AND_A01,T3P2,10,54,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,48,C,1,FALSE,NA,20.61,26.98,3.7,3.6,4,3.6,20130826,NA,NA,TRUE,20180323,296138.218,9717892.275
AND_A01,T3P2,10,114,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,11.64,NA,20180323,296168.8349,9717921.972
AND_A01,T3P2,10,115,guajara pedra,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,18.85,NA,20180323,296159.223,9717920.288
AND_A01,T3P2,10,116,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,11.97,TRUE,20180323,296154.6674,9717917.422
AND_A01,T3P2,10,117,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,11.64,NA,20180323,296154.5459,9717913.349
AND_A01,T3P2,10,118,guajara pedra,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,15.27,NA,20180323,296155.1217,9717913.245
AND_A01,T3P2,10,119,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,12.95,NA,20180323,296155.2557,9717912.88
AND_A01,T3P2,10,120,freijo branco,Cordia scabrifolia,Boraginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,20.74,NA,20180323,296158.9817,9717912.979
AND_A01,T3P2,10,121,uxirana,Sacoglottis guianensis,Humiriaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,13.26,NA,20180323,296161.6096,9717916.09
AND_A01,T3P2,10,122,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,15.16,NA,20180323,296160.7631,9717911.038
AND_A01,T3P2,10,123,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,12.43,NA,20180323,296163.7186,9717913.238
AND_A01,T3P2,10,124,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.17,NA,20180323,296162.9917,9717910.81
AND_A01,T3P2,10,125,abiurana,Pouteria gongrijpii,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.59,NA,20180323,296162.6268,9717911.813
AND_A01,T3P2,10,126,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,18.61,TRUE,20180323,296164.3937,9717908.427
AND_A01,T3P2,10,127,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,12.82,NA,20180323,296167.2331,9717909.454
AND_A01,T3P2,10,128,pintadinho,Poeppigia procera,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,16.59,NA,20180323,296168.1135,9717905.545
AND_A01,T3P2,10,129,inga branco,Inga thibaudiana,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,14.18,NA,20180323,296165.6531,9717904.96
AND_A01,T3P2,10,130,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,11.64,NA,20180323,296166.0921,9717901.401
AND_A01,T3P2,10,131,arataciu,Sagotia racemosa,Euphorbiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,13.26,NA,20180323,296166.2196,9717901.344
