area,transect.ID,plot.ID,tree,common.name,scientific.name,family.name,type,DBH.2013,canopy.2013,light.2013,dead.2013,D.class.2013,Hcom.2013,Htot.2013,RN.2013,RS.2013,RE.2013,RW.2013,date.2013,DBH.2018,Htot.2018,dead.2018,date.2018,UTM.Easting,UTM.Northing
AND_A01,T3P2,10,132,inga branco,Inga thibaudiana,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,14.18,NA,20180323,296167.9315,9717901.039
AND_A01,T3P2,10,133,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,14.65,TRUE,20180323,296163.2755,9717899.752
AND_A01,T3P2,10,134,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,13.26,TRUE,20180323,296164.3667,9717895.597
AND_A01,T3P2,10,135,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,13.39,NA,20180323,296168.3714,9717893.963
AND_A01,T3P2,10,136,mirindiba,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,17.26,NA,20180323,296167.6807,9717890.603
AND_A01,T3P2,10,137,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,20.34,NA,20180323,296168.6511,9717890.858
AND_A01,T3P2,10,138,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,12.76,NA,20180323,296164.903,9717888.022
AND_A01,T3P2,10,139,inga branco,Inga thibaudiana,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14.93,NA,20180323,296168.6796,9717887.865
AND_A01,T3P2,10,140,bacaba,Oenocarpus bacaba,Arecaceae,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,14.99,NA,20180323,296169.6152,9717888.211
AND_A01,T3P2,10,141,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,15.89,NA,20180323,296171.5947,9717891.531
AND_A01,T3P2,10,142,breu barrote,Tetragastris panamensis,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.5,NA,20180323,296178.1835,9717887.976
AND_A01,T3P2,10,143,inga vermelho,Inga alba,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,12.56,NA,20180323,296178.4134,9717887.338
AND_A01,T3P2,10,144,breu vermelho,Protium hebetatum,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,16.16,NA,20180323,296172.9362,9717883.748
AND_A01,T3P2,10,145,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,21.74,TRUE,20180323,296174.1761,9717879.755
AND_A01,T3P2,10,146,jatereu vermelho,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,21.1,NA,20180323,296174.2158,9717879.355
AND_A01,T3P2,10,147,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,15.78,NA,20180323,296175.9755,9717878.874
AND_A01,T3P2,10,148,jutai mirim,Hymenaea parvifolia,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,12.24,NA,20180323,296168.2584,9717872.239
AND_A01,T3P2,10,149,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,15.89,NA,20180323,296167.9188,9717878.349
AND_A01,T3P2,10,150,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.5,NA,20180323,296172.0754,9717881.458
AND_A01,T3P2,10,151,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,11.22,NA,20180323,296166.0148,9717880.65
AND_A01,T3P2,10,152,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,19.89,NA,20180323,296164.8395,9717881.251
AND_A01,T3P2,10,153,breu branco,Protium paniculatum,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,15.72,NA,20180323,296166.6721,9717882.037
AND_A01,T3P2,10,154,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.17,NA,20180323,296166.9449,9717882.45
AND_A01,T3P2,10,155,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,24.88,NA,20180323,296160.5921,9717872.379
AND_A01,T3P3,11,55,jatereu,Lecythis idatimon,Lecythidaceae,O,13.8,S,2,FALSE,NA,12.14,16.99,2,2.6,2.9,3,20130826,NA,NA,TRUE,20180323,296223.1956,9717776.357
AND_A01,T3P3,11,56,caqui preto,Diospyros guianensis,Ebenaceae,O,26.2,C,1,FALSE,NA,14.83,22.12,3.3,2.8,2.8,3.4,20130826,27.6,NA,FALSE,20180323,296225.6201,9717771.725
AND_A01,T3P3,11,57,abiurana,Pouteria gongrijpii,Sapotaceae,O,65.1,C,2,FALSE,NA,17.51,24.53,3.8,1.7,2,4.2,20130826,NA,NA,TRUE,20180323,296229.7272,9717766.516
AND_A01,T3P3,11,58,embauba branca,Cecropia palmata,Urticaceae,O,13,S,1,FALSE,NA,14.68,16.93,1.6,2,0.3,3,20130826,NA,NA,TRUE,20180323,296229.9605,9717762.698
AND_A01,T3P3,11,59,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,56.8,C,2,FALSE,NA,17.11,27.65,7,2,5.4,4.6,20130826,57.8,NA,FALSE,20180323,296214.0494,9717753.252
AND_A01,T3P3,11,60,inga vermelho,Inga alba,Fabaceae,O,15.1,S,2,FALSE,NA,10.88,16.23,6.4,3,3,5.8,20130826,NA,NA,TRUE,20180323,296234.8492,9717750.652
AND_A01,T3P3,11,61,inga vermelho,Inga alba,Fabaceae,O,16.4,S,2,FALSE,NA,9.46,17.01,3,2.4,1.3,5.6,20130826,NA,NA,TRUE,20180323,296234.8492,9717750.652
AND_A01,T3P3,11,62,taxirana,Stryphnodendron paniculatum,Fabaceae,O,55.4,E,1,FALSE,NA,34.23,45.25,5.8,8.9,8,5.9,20130826,69.2,NA,FALSE,20180323,296199.4513,9717750.612
AND_A01,T3P3,11,63,freijo branco,Cordia scabrifolia,Boraginaceae,O,49.2,C,1,FALSE,NA,30.27,40.23,4.3,3.9,4.4,3.6,20130826,53.3,NA,FALSE,20180323,296193.6237,9717754.885
AND_A01,T3P3,11,64,tauari,Couratari stellata,Lecythidaceae,O,68,E,1,FALSE,NA,25.97,38.55,4.5,5,6.4,2.3,20130826,69.5,NA,FALSE,20180323,296201.6713,9717758.3
AND_A01,T3P3,11,156,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,13.45,NA,20180323,296219.2986,9717784.51
AND_A01,T3P3,11,157,acariquarana,Rinorea guianensis,Violaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,22.95,NA,20180323,296218.2769,9717782.581
AND_A01,T3P3,11,158,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,15.44,NA,20180323,296219.38,9717777.062
AND_A01,T3P3,11,159,seringarana,Micrandra minor,Euphorbiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,23.12,NA,20180323,296218.667,9717775.679
AND_A01,T3P3,11,160,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,13.45,NA,20180323,296217.5503,9717775.873
AND_A01,T3P3,11,161,breu barrote,Tetragastris panamensis,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,20.7,NA,20180323,296214.9996,9717774.931
AND_A01,T3P3,11,162,bacaba,Oenocarpus bacaba,Arecaceae,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,14.53,NA,20180323,296214.6404,9717774.783
AND_A01,T3P3,11,163,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,22.83,NA,20180323,296208.3019,9717778.763
AND_A01,T3P3,11,164,bacaba,Oenocarpus bacaba,Arecaceae,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,15.39,NA,20180323,296209.3037,9717777.525
AND_A01,T3P3,11,165,abiu vermelho,Pouteria cladantha,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,17.87,NA,20180323,296216.1016,9717771.559
AND_A01,T3P3,11,166,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,19.19,TRUE,20180323,296209.5989,9717770.064
AND_A01,T3P3,11,167,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,17.57,NA,20180323,296211.6011,9717767.593
AND_A01,T3P3,11,168,breu barrote,Tetragastris panamensis,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,18.22,NA,20180323,296213.9076,9717767.019
AND_A01,T3P3,11,169,tachi preto,Tachigali myrmecophila,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,14.18,NA,20180323,296218.9696,9717767.395
AND_A01,T3P3,11,170,acoita cavalo,Luehea speciosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.59,NA,20180323,296219.4059,9717769.221
AND_A01,T3P3,11,171,pau para tudo,Simaba cedron,Simaroubaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.17,NA,20180323,296214.642,9717761.376
AND_A01,T3P3,11,172,jarana,Lecythis lurida,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,14.06,NA,20180323,296214.0323,9717761.337
AND_A01,T3P3,11,173,açai,Euterpe oleracea,Arecaceae,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,13.51,NA,20180323,296217.705,9717761.803
AND_A01,T3P3,11,174,na,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,13.32,NA,20180323,296218.4598,9717759.593
AND_A01,T3P3,11,175,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,14.41,TRUE,20180323,296223.1751,9717769.171
AND_A01,T3P3,11,176,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,13.51,TRUE,20180323,296221.4313,9717755.699
AND_A01,T3P3,11,177,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,18.76,TRUE,20180323,296220.1646,9717753.598
AND_A01,T3P3,11,178,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,19,NA,20180323,296223.6527,9717757.219
AND_A01,T3P3,11,179,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20180323,296223.3012,9717756.516
AND_A01,T3P3,11,180,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,22.63,NA,20180323,296222.2856,9717742.779
AND_A01,T3P3,11,181,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,12.63,TRUE,20180323,296229.5886,9717742.211
AND_A01,T3P3,11,182,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,11.7,TRUE,20180323,296230.7033,9717737.734
AND_A01,T3P3,11,183,freijo branco,Cordia scabrifolia,Boraginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,13.26,NA,20180323,296226.7092,9717745.333
AND_A01,T3P3,11,184,freijo branco,Cordia scabrifolia,Boraginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,12.37,NA,20180323,296237.0595,9717744.963
AND_A01,T3P3,11,185,freijo branco,Cordia scabrifolia,Boraginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,13.51,NA,20180323,296238.5187,9717744.424
AND_A01,T3P3,11,186,freijo branco,Cordia scabrifolia,Boraginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,13.63,NA,20180323,NA,NA
AND_A01,T3P3,11,187,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.35,TRUE,20180323,296229.4573,9717735.045
AND_A01,T3P3,11,188,mamorana,Eriotheca globosa,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,13.01,NA,20180323,296225.5399,9717738.693
AND_A01,T3P3,11,189,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,18.71,TRUE,20180323,296224.5308,9717734.322
AND_A01,T3P4,12,65,arataciu,Sagotia racemosa,Euphorbiaceae,O,10.1,S,2,FALSE,NA,5.7,9.6,2.8,1,2,2,20130826,10.7,NA,FALSE,20180323,296278.1762,9717644.475
AND_A01,T3P4,12,66,papo de mutum,Lacunaria jenmanii,Quiinaceae,O,11,S,2,FALSE,NA,9.87,12.07,2.8,1.8,1.5,1.8,20130826,11.1,NA,FALSE,20180323,296279.3924,9717638.334
AND_A01,T3P4,12,67,papo de mutum,Lacunaria jenmanii,Quiinaceae,O,10.1,S,2,FALSE,NA,NA,6.58,2.9,2.3,3.5,2.5,20130826,10.6,NA,FALSE,20180323,296282.3636,9717636.246
AND_A01,T3P4,12,68,andiroba,Carapa guianensis,Meliaceae,O,12.4,S,2,FALSE,NA,12.77,20.85,1.3,3.1,0.6,2.1,20130826,15.4,NA,FALSE,20180323,296284.6538,9717622.86
AND_A01,T3P4,12,69,morta,NA,NA,O,70,NA,NA,TRUE,3,NA,21.47,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296275.3239,9717641.046
AND_A01,T3P4,12,70,liana,NA,NA,L,11,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296277.3739,9717646.802
AND_A01,T3P4,12,71,jatereu,Lecythis idatimon,Lecythidaceae,O,19.1,S,2,FALSE,NA,18.01,23.92,2.2,2,2.6,1.8,20130826,NA,NA,TRUE,20180323,296290.5781,9717619.682
AND_A01,T3P4,12,72,coco pau,Couepia robusta,Chrysobalanaceae,O,95,E,1,FALSE,NA,40.89,48.5,7.7,19,10,9.5,20130826,NA,NA,TRUE,20180323,296288.8955,9717616.413
AND_A01,T3P4,12,73,maratimbe,NA,NA,O,10.1,S,2,FALSE,NA,4.22,7.93,2.6,1.9,2.5,2,20130826,NA,NA,TRUE,20180323,296294.678,9717605.935
AND_A01,T3P4,12,74,jatereu,Lecythis idatimon,Lecythidaceae,O,28.4,C,1,FALSE,NA,18.66,23.91,3,1.8,2.4,5,20130826,29.5,NA,FALSE,20180323,296295.9783,9717605.319
AND_A01,T3P4,12,75,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,20,E,1,FALSE,NA,19.47,26.31,3.3,7,4,3.9,20130826,NA,NA,NA,20180323,296294.3606,9717606.906
AND_A01,T3P4,12,76,anani,Symphonia globulifera,Clusiaceae,O,41.3,C,2,FALSE,NA,18.94,29.35,5.6,5.3,4.7,6,20130826,45.1,NA,FALSE,20180323,296279.7972,9717597.353
AND_A01,T3P4,12,77,pau jacare,Laetia procera,Salicaceae,O,58.3,E,1,FALSE,NA,23.55,35.64,5.4,6.8,7.1,5.4,20130826,59.4,NA,FALSE,20180323,296270.0675,9717595.96
AND_A01,T3P4,12,78,jatereu,Lecythis idatimon,Lecythidaceae,O,36.5,S,2,FALSE,NA,17.72,24.38,4.3,4,2.2,5.2,20130826,37.8,NA,FALSE,20180323,296270.961,9717596.282
AND_A01,T3P4,12,79,na,NA,NA,O,46.3,C,1,FALSE,NA,20.16,24.25,3.2,3.8,3.6,3.3,20130826,53.1,NA,FALSE,20180323,296259.8143,9717600.545
AND_A01,T3P4,12,80,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,47.5,C,1,FALSE,NA,24.44,32.26,3.6,4.9,5,4.8,20130826,48,NA,FALSE,20180323,296259.197,9717597.2
AND_A01,T3P4,12,81,morta,NA,NA,O,74.5,NA,NA,TRUE,4,NA,21.16,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296255.2484,9717596.775
AND_A01,T3P4,12,82,sucuuba,Himatanthus sucuuba,Euphorbiaceae,O,42.6,E,1,FALSE,NA,15.56,34.08,4.8,3.2,2.3,6,20130826,44.2,NA,FALSE,20180323,296264.1983,9717642.88
AND_A01,T3P4,12,190,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,14.47,TRUE,20180323,296271.9951,9717645.15
AND_A01,T3P4,12,191,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,14.88,TRUE,20180323,296271.6937,9717645.13
AND_A01,T3P4,12,192,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,15.55,NA,20180323,296272.9727,9717641.703
AND_A01,T3P4,12,193,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,22.54,TRUE,20180323,296275.9412,9717641.528
AND_A01,T3P4,12,194,uxirana,Sacoglottis guianensis,Humiriaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,18.66,NA,20180323,296275.1995,9717636.805
AND_A01,T3P4,12,195,tatapiririca,Tapirira guianensis,Anacardiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,25.03,NA,20180323,296276.0672,9717630.036
AND_A01,T3P4,12,196,andiroba,Carapa guianensis,Meliaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,13.26,NA,20180323,296277.1873,9717629.836
AND_A01,T3P4,12,197,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,11.97,TRUE,20180323,296280.3257,9717627.601
AND_A01,T3P4,12,198,arataciu,Sagotia racemosa,Euphorbiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,11.77,NA,20180323,296283.1137,9717632.133
AND_A01,T3P4,12,199,breu barrote,Tetragastris panamensis,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,25.25,NA,20180323,296280.5337,9717622.116
AND_A01,T3P4,12,200,muruci,Byrsonima crispa,Malpighiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,16.16,NA,20180323,296278.1974,9717622.5
AND_A01,T3P4,12,201,envira cana,Xylopia nitida,Annonaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,19.42,NA,20180323,296277.6524,9717621.85
AND_A01,T3P4,12,202,tatapiririca,Tapirira guianensis,Anacardiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,25.62,NA,20180323,296272.8665,9717621.688
AND_A01,T3P4,12,203,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,13.32,TRUE,20180323,296271.3086,9717624.091
AND_A01,T3P4,12,204,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,23.2,TRUE,20180323,296270.1578,9717624.601
AND_A01,T3P4,12,205,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,18.02,NA,20180323,296279.0583,9717618.607
AND_A01,T3P4,12,206,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,17.97,NA,20180323,296280.5199,9717600.693
AND_A01,T4P1,13,1,tatapiririca,Tapirira guianensis,Anacardiaceae,O,17.4,S,1,FALSE,NA,7.98,10.77,6,1.3,3.5,2.6,20130826,NA,NA,TRUE,20180323,295925.3044,9717977.854
AND_A01,T4P1,13,2,cupiuba,Goupia glabra,Goupiaceae,O,53.5,C,1,FALSE,NA,19.09,26.48,5.2,3.3,3.5,4.4,20130826,55.7,NA,FALSE,20180323,295926.0078,9717973.415
AND_A01,T4P1,13,3,piquia,Caryocar villosum,Caryocaraceae,O,14.9,S,1,FALSE,NA,10.19,13.71,3.5,1.2,1.8,1.7,20130826,23.2,NA,FALSE,20180323,295929.5611,9717974.226
AND_A01,T4P1,13,4,tatapiririca,Tapirira guianensis,Anacardiaceae,O,12.7,S,1,FALSE,NA,9.81,14.34,3,3.5,3,3.4,20130826,NA,NA,TRUE,20180323,295927.9482,9717970.193
AND_A01,T4P1,13,5,fava amargosa,Vataireopsis speciosa,Fabaceae,O,28,S,1,FALSE,NA,7.91,9.3,0.6,2,1.8,2.2,20130826,NA,NA,TRUE,20180323,295929.6581,9717964.331
AND_A01,T4P1,13,6,muiratinga,Brosimum rubescens ,Moraceae,O,29.9,E,1,FALSE,NA,22,28.87,1.7,4,2.2,2.6,20130826,31,NA,FALSE,20180323,295936.8793,9717958.327
AND_A01,T4P1,13,7,abiurana branca,Pouteria guianensis,Sapotaceae,O,14.6,S,1,FALSE,NA,6.98,12.33,2.8,3.1,2.2,2,20130826,NA,NA,TRUE,20180323,295936.5279,9717955.202
AND_A01,T4P1,13,8,jatereu,Lecythis idatimon,Lecythidaceae,O,28.4,S,1,FALSE,NA,9.18,14.26,4.3,2.5,2.7,2.9,20130826,NA,NA,TRUE,20180323,295934.265,9717953.132
AND_A01,T4P1,13,9,morta,NA,NA,O,30.1,NA,NA,TRUE,3,NA,5.96,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,295940.7152,9717948.19
AND_A01,T4P1,13,10,embauba branca,Cecropia palmata,Urticaceae,O,12.2,S,1,FALSE,NA,6.87,9.66,1.4,1.2,1,1.3,20130826,NA,NA,TRUE,20180323,295941.9574,9717943.223
AND_A01,T4P1,13,11,morta,NA,NA,O,66.3,NA,NA,TRUE,4,NA,24.18,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,295919.7354,9717927.456
AND_A01,T4P1,13,12,jarana,Lecythis lurida,Lecythidaceae,O,39.7,C,1,FALSE,NA,16.43,22.15,8.5,3.8,2.1,6.8,20130826,44.1,NA,FALSE,20180323,295908.334,9717921.672
AND_A01,T4P1,13,13,inga branco,Inga thibaudiana,Fabaceae,O,38,C,1,FALSE,NA,12.82,23.89,6.2,3,7,2.7,20130826,NA,NA,TRUE,20180323,295904.2616,9717933.843
AND_A01,T4P1,13,14,sapucaia,Lecythis pisonis,Lecythidaceae,O,110,E,1,FALSE,NA,16.33,29.56,6.5,8.8,11.2,12,20130826,NA,NA,TRUE,20180323,295897.2367,9717927.677
AND_A01,T4P1,13,130,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,22.08,TRUE,20180323,295936.9131,9717932.607
AND_A01,T4P1,13,131,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,15.61,TRUE,20180323,295937.427,9717933.689
AND_A01,T4P1,13,132,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,14.06,TRUE,20180323,295881.0665,9717910.618
AND_A01,T4P1,13,133,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.5,TRUE,20180323,295940.6061,9717934.457
AND_A01,T4P1,13,134,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,14.47,TRUE,20180323,295925.7698,9717938.612
AND_A01,T4P1,13,135,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,13.82,TRUE,20180323,295925.3152,9717939.723
AND_A01,T4P1,13,136,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,15.16,TRUE,20180323,295931.6729,9717942.402
AND_A01,T4P1,13,137,angelim amargoso,Vatairea sericea,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,23.44,NA,20180323,295930.6514,9717942.298
AND_A01,T4P1,13,138,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,14.18,TRUE,20180323,295927.374,9717941.46
AND_A01,T4P1,13,139,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,16.37,TRUE,20180323,295929.4916,9717953.056
AND_A01,T4P1,13,140,iperana,Eperua bijuga,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,14.18,NA,20180323,295929.5982,9717953.321
AND_A01,T4P1,13,141,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,12.76,TRUE,20180323,295927.2672,9717955.382
AND_A01,T4P1,13,142,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.59,TRUE,20180323,295925.1745,9717955.79
AND_A01,T4P1,13,143,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,16.95,TRUE,20180323,295922.254,9717956.381
AND_A01,T4P1,13,144,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,11.7,TRUE,20180323,295920.4329,9717956.899
AND_A01,T4P1,13,145,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,16.16,TRUE,20180323,295919.3686,9717975.956
AND_A01,T4P1,13,146,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,11.97,TRUE,20180323,295925.1702,9717978.457
AND_A01,T4P1,13,147,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,15.22,TRUE,20180323,295921.4406,9717978.324
AND_A01,T4P1,13,148,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,15.16,TRUE,20180323,295917.5214,9717976.776
AND_A01,T4P1,13,149,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,13.32,TRUE,20180323,295914.6942,9717976.269
