area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,D.class,Htotc,date,UTM.Easting,UTM.Northing
DUC_A01,11,032a,breu branco,Protium paniculatum,Burseraceae,24.7,O,FALSE,NA,19.42179329,20160831,-2.953254743,-59.94773007
DUC_A01,11,033a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,29.1,O,FALSE,NA,21.40120384,20160831,-2.953274944,-59.94775928
DUC_A01,11,034a,morta,NA,NA,23,O,TRUE,4,18.61156547,20160831,-2.953239598,-59.94774869
DUC_A01,11,035a,fava orelha de macaco,Enterolobium schomburgkii,Fabaceae,10.5,O,FALSE,NA,11.49917204,20160831,-2.953259737,-59.9477728
DUC_A01,11,036a,matamata preto,Eschweilera ovata,Lecythidaceae,12.5,O,FALSE,NA,12.82141419,20160831,-2.953181782,-59.9478112
DUC_A01,11,037a,acai,Euterpe oleracea,Arecaceae,11.1,P,FALSE,NA,11.90619742,20160831,-2.953152511,-59.94776739
DUC_A01,11,038a,casca seca,Licania canescens,Chrysobalanaceae,12.2,O,FALSE,NA,12.62911419,20160831,-2.953131617,-59.94783916
DUC_A01,11,039a,andirobarana,Guarea guidonia,Meliaceae,27.6,O,FALSE,NA,20.74407622,20160831,-2.953137207,-59.94785598
DUC_A01,11,040a,morta,NA,NA,11.4,O,TRUE,3,12.1062452,20160831,-2.953125802,-59.94786729
DUC_A01,11,041a,piquiarana,Caryocar glabrum,Caryocaraceae,46.1,O,FALSE,NA,27.88191189,20160831,-2.953083465,-59.94789276
DUC_A01,11,042a,louro preto,Nectandra cuspidata,Lauraceae,13.4,O,FALSE,NA,13.38677944,20160831,-2.95308475,-59.94789502
DUC_A01,11,043a,louro preto,Ocotea cernua,Lauraceae,13.7,O,FALSE,NA,13.5715748,20160831,-2.953016285,-59.94787384
DUC_A01,11,044a,abiurana,Pouteria gongrijpii,Sapotaceae,21.8,O,FALSE,NA,18.02236193,20160831,-2.953010389,-59.94789688
DUC_A01,11,045a,abiurana,Pouteria gongrijpii,Sapotaceae,19,O,FALSE,NA,16.58546043,20160831,-2.953015896,-59.94793318
DUC_A01,11,046a,marupa,Simarouba amara,Simaroubaceae,14,O,FALSE,NA,13.7546259,20160831,-2.952997141,-59.94794849
DUC_A01,11,047a,matamata branco,Eschweilera coriacea,Lecythidaceae,59.2,O,FALSE,NA,32.00887344,20160831,-2.952968922,-59.94791021
DUC_A01,11,048a,abiurana,Pouteria gongrijpii,Sapotaceae,15.8,O,FALSE,NA,14.81881687,20160831,-2.952969716,-59.94790977
DUC_A01,11,049a,caripe,Licania octandra,Chrysobalanaceae,23.9,O,FALSE,NA,19.04394916,20160831,-2.952933293,-59.94793992
DUC_A01,11,050a,mapatirana,Pourouma minor,Urticaceae,12.8,O,FALSE,NA,13.01175321,20160831,-2.952915013,-59.94795013
DUC_A01,11,051a,pente de macaco,Apeiba petoumo,Malvaceae,20.6,O,FALSE,NA,17.41771146,20160831,-2.952921426,-59.94796607
DUC_A01,11,052a,breu branco,Protium paniculatum,Burseraceae,14.8,O,FALSE,NA,14.23458944,20160831,-2.952907012,-59.94799354
DUC_A01,11,053a,acai,Euterpe oleracea,Arecaceae,10.9,P,FALSE,NA,11.77156895,20160831,-2.952876125,-59.94794265
DUC_A01,12,001a,muirapiranga,Brosimum rubescens,Moraceae,37.1,O,FALSE,NA,24.64702715,20160827,-2.949948307,-59.9290325
DUC_A01,12,001b,caripe,Licania octandra,Chrysobalanaceae,38.3,O,FALSE,NA,25.10117894,20160827,-2.949977385,-59.92901061
DUC_A01,12,002a,carapanauba,Aspidosperma excelsum,Apocynaceae,15,O,FALSE,NA,14.35279308,20160827,-2.949946293,-59.92901503
DUC_A01,12,002b,louro cheiroso,Diospyros artanthifolia,Ebenaceae,38.4,O,FALSE,NA,25.13868118,20160827,-2.950092015,-59.92891925
DUC_A01,12,003a,inhare,Helicostylis tomentosa,Moraceae,12.4,O,FALSE,NA,12.75753506,20160827,-2.949982072,-59.92898361
DUC_A01,12,003b,ucuuba vermelha,Virola elongata,Myristicaceae,35.4,O,FALSE,NA,23.99015224,20160827,-2.950176641,-59.9288911
DUC_A01,12,004a,muirapiranga,Brosimum rubescens,Moraceae,35.3,O,FALSE,NA,23.95100237,20160827,-2.950016887,-59.92902104
DUC_A01,12,004b,matamata vermelho,Eschweilera coriacea,Lecythidaceae,68.9,O,FALSE,NA,34.72366477,20160827,-2.950199376,-59.92885441
DUC_A01,12,005a,tento,Ormosia coccinea,Fabaceae,25.3,O,FALSE,NA,19.70132239,20160827,-2.950013827,-59.92900613
DUC_A01,12,005b,nao identificada,NA,NA,43.5,O,FALSE,NA,26.98583999,20160827,-2.950233421,-59.92891687
DUC_A01,12,006a,angelim pedra,Hymenolobium petraeum,Fabaceae,90,O,FALSE,NA,39.88102151,20160827,-2.950031851,-59.92905183
DUC_A01,12,006b,muirapiranga,Brosimum rubescens,Moraceae,45.2,O,FALSE,NA,27.5749889,20160827,-2.950471804,-59.92913598
DUC_A01,12,007a,breu branco,Protium paniculatum,Burseraceae,15.7,O,FALSE,NA,14.7611434,20160827,-2.950044723,-59.92903493
DUC_A01,12,007b,tauari,Couratari stellata,Lecythidaceae,43.8,O,FALSE,NA,27.09072108,20160827,-2.950448172,-59.92915133
DUC_A01,12,008a,abiu rosadinho,Pouteria reticulata,Sapotaceae,23.7,O,FALSE,NA,18.94854465,20160827,-2.950042047,-59.92899739
DUC_A01,12,008b,tauari,Couratari stellata,Lecythidaceae,37.1,O,FALSE,NA,24.64702715,20160827,-2.950376588,-59.9292027
DUC_A01,12,009a,guajara vermelho,NA,NA,12.4,O,FALSE,NA,12.75753506,20160827,-2.95001008,-59.9289643
DUC_A01,12,009b,sucupira preta,Bowdichia nitida,Fabaceae,61.2,O,FALSE,NA,32.58976162,20160827,-2.950343886,-59.92916962
DUC_A01,12,010a,abacabeira,NA,NA,15.9,O,FALSE,NA,14.8763288,20160827,-2.950022807,-59.928969
DUC_A01,12,010b,matamata branco,Eschweilera coriacea,Lecythidaceae,42.1,O,FALSE,NA,26.4910576,20160827,-2.950137131,-59.92928668
DUC_A01,12,011a,matamata branco,Eschweilera coriacea,Lecythidaceae,19,O,FALSE,NA,16.58546043,20160827,-2.950059241,-59.92893727
DUC_A01,12,011b,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,61.5,O,FALSE,NA,32.67589868,20160827,-2.950133133,-59.92926931
DUC_A01,12,012a,muiracacaco,NA,NA,33.9,O,FALSE,NA,23.3967188,20160827,-2.950088618,-59.92897459
DUC_A01,12,012b,pau doce,Glycydendron amazonicum,Euphorbiaceae,35,O,FALSE,NA,23.83320406,20160827,-2.950145288,-59.92933117
DUC_A01,12,013a,ripeira,Eschweilera micrantha,Lecythidaceae,11.2,O,FALSE,NA,11.97312978,20160827,-2.950069152,-59.92897366
DUC_A01,12,013b,morta,NA,NA,NA,O,TRUE,1,NA,20160827,-2.950083611,-59.92933667
DUC_A01,12,014a,breu branco,Protium paniculatum,Burseraceae,17.6,O,FALSE,NA,15.8305024,20160827,-2.950093909,-59.92902718
DUC_A01,12,015a,breu branco,Protium paniculatum,Burseraceae,11.4,O,FALSE,NA,12.1062452,20160827,-2.950100101,-59.92895561
DUC_A01,12,016a,morta,NA,NA,11.6,O,TRUE,2,12.23838019,20160827,-2.950101264,-59.92895788
DUC_A01,12,017a,matamata branco,Eschweilera coriacea,Lecythidaceae,22.7,O,FALSE,NA,18.46565485,20160827,-2.950125808,-59.92897057
DUC_A01,12,018a,jataua,Trichilia micrantha,Meliaceae,10.5,O,FALSE,NA,11.49917204,20160827,-2.950128918,-59.92896011
DUC_A01,12,019a,inhare,Helicostylis tomentosa,Moraceae,10.4,O,FALSE,NA,11.43040018,20160827,-2.950124445,-59.9289412
DUC_A01,12,020a,joao mole,Neea oppositifolia,Nyctaginaceae,23,O,FALSE,NA,18.61156547,20160827,-2.950126046,-59.92896072
DUC_A01,12,021a,acariguara,NA,NA,10,O,FALSE,NA,11.15252146,20160827,-2.950125853,-59.92899973
DUC_A01,12,022a,andorinha,Casearia grandiflora,Salicaceae,10.3,O,FALSE,NA,11.36135267,20160827,-2.950162271,-59.92898732
DUC_A01,12,023a,abirana,NA,NA,20.8,O,FALSE,NA,17.51960645,20160827,-2.950163985,-59.92892133
DUC_A01,12,024a,abiurana,Pouteria gongrijpii,Sapotaceae,16.9,O,FALSE,NA,15.44283913,20160827,-2.950130302,-59.92891177
DUC_A01,12,025a,urucurana,Sloanea guianensis,Elaeocarpaceae,33,O,FALSE,NA,23.03411213,20160827,-2.950158885,-59.92887376
DUC_A01,12,026a,carapanauba,Aspidosperma excelsum,Apocynaceae,68.3,O,FALSE,NA,34.56288238,20160827,-2.950158559,-59.92886523
DUC_A01,12,027a,acaizeiro,NA,NA,14.3,O,FALSE,NA,13.93598034,20160827,-2.95022177,-59.92887978
DUC_A01,12,028a,breu branco,Protium paniculatum,Burseraceae,15.5,O,FALSE,NA,14.64530655,20160827,-2.950262476,-59.92889113
DUC_A01,12,029a,abiu rosadinho,Pouteria reticulata,Sapotaceae,10.5,O,FALSE,NA,11.49917204,20160827,-2.950265721,-59.9289048
DUC_A01,12,030a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,11.9,O,FALSE,NA,12.43479133,20160827,-2.950235253,-59.92896817
DUC_A01,12,031a,acariguarana,NA,NA,41.2,O,FALSE,NA,26.16821817,20160827,-2.950281358,-59.92892321
DUC_A01,12,032a,jataua,Trichilia micrantha,Meliaceae,35.3,O,FALSE,NA,23.95100237,20160827,-2.950281516,-59.92887482
DUC_A01,12,033a,envira surucucu,Duguetia surinamensis,Annonaceae,10.9,O,FALSE,NA,11.77156895,20160827,-2.950308402,-59.92891884
DUC_A01,12,034a,louro cheiroso,Diospyros artanthifolia,Ebenaceae,22.9,O,FALSE,NA,18.56302946,20160827,-2.950324658,-59.92891851
DUC_A01,12,035a,pintadinho,Poeppigia procera,Fabaceae,11.8,O,FALSE,NA,12.36955633,20160827,-2.950319645,-59.92892129
DUC_A01,12,036a,mandioqueira,Qualea paraensis,Vochysiaceae,37.1,O,FALSE,NA,24.64702715,20160827,-2.950272296,-59.92882396
DUC_A01,12,037a,inhare,Helicostylis tomentosa,Moraceae,17,O,FALSE,NA,15.49865564,20160827,-2.950337181,-59.92892121
DUC_A01,12,038a,ripeira,Eschweilera micrantha,Lecythidaceae,24.6,O,FALSE,NA,19.37488782,20160827,-2.950324406,-59.92896505
DUC_A01,12,039a,andirobarana,Guarea guidonia,Meliaceae,33.6,O,FALSE,NA,23.27640783,20160827,-2.950297573,-59.92897226
DUC_A01,12,040a,abiu rosadinho,Pouteria reticulata,Sapotaceae,33.4,O,FALSE,NA,23.19589214,20160827,-2.950224664,-59.92900317
DUC_A01,12,041a,macucu,Licania guianensis,Chrysobalanaceae,15.2,O,FALSE,NA,14.47030624,20160827,-2.950194695,-59.92901013
DUC_A01,12,042a,puriu,NA,NA,11.9,O,FALSE,NA,12.43479133,20160827,-2.950191984,-59.92901942
DUC_A01,12,043a,cumaru,Dipteryx odorata,Fabaceae,36.2,O,FALSE,NA,24.3012888,20160827,-2.950142,-59.92902289
DUC_A01,12,044a,carapanauba,Aspidosperma excelsum,Apocynaceae,34.9,O,FALSE,NA,23.79382101,20160827,-2.950165823,-59.92905248
DUC_A01,12,045a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,12,O,FALSE,NA,12.49979434,20160827,-2.950158704,-59.92905547
DUC_A01,12,046a,matamata preto,Eschweilera ovata,Lecythidaceae,25.2,O,FALSE,NA,19.65495854,20160827,-2.950118779,-59.92904261
DUC_A01,12,047a,capueiro,Rinorea guianensis,Violaceae,18,O,FALSE,NA,16.04890366,20160827,-2.950118258,-59.92904583
DUC_A01,12,048a,caripe,Licania octandra,Chrysobalanaceae,19.1,O,FALSE,NA,16.63839917,20160827,-2.950082859,-59.92907137
DUC_A01,12,049a,matamata branco,Eschweilera coriacea,Lecythidaceae,16.8,O,FALSE,NA,15.38687437,20160827,-2.950281011,-59.92896211
DUC_A01,12,050a,tamaguare,NA,NA,30.9,O,FALSE,NA,22.16780146,20160827,-2.950034539,-59.92910118
DUC_A01,12,051a,inhare,Helicostylis tomentosa,Moraceae,12.8,O,FALSE,NA,13.01175321,20160827,-2.950022452,-59.92909812
DUC_A01,12,052a,breu branco,Protium paniculatum,Burseraceae,13,O,FALSE,NA,13.1375855,20160827,-2.949972051,-59.92911437
DUC_A01,12,053a,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.1,O,FALSE,NA,24.64702715,20160827,-2.949973869,-59.92911826
DUC_A01,12,054a,breu branco,Protium paniculatum,Burseraceae,13.1,O,FALSE,NA,13.2001898,20160827,-2.949954175,-59.92913706
DUC_A01,12,055a, liana,NA,NA,12.3,L,FALSE,NA,12.69343582,20160827,-2.949956698,-59.92914253
DUC_A01,13,001a,papo de mutum,Lacunaria jenmanii,Ochnaceae,21.8,O,FALSE,NA,18.02236193,20160826,-2.958853948,-59.93693399
DUC_A01,13,001b,sucupira babona,Diplotropis sp.,Fabaceae,50.6,O,FALSE,NA,29.36809184,20160826,-2.959049397,-59.93706215
DUC_A01,13,002a,breu branco,Protium paniculatum,Burseraceae,22.5,O,FALSE,NA,18.36787299,20160826,-2.958883235,-59.93698573
DUC_A01,13,002b,morta,NA,NA,51,O,TRUE,2,29.49648728,20160826,-2.95912958,-59.93717832
DUC_A01,13,003a,morta,NA,NA,51.3,O,TRUE,2,29.59240408,20160826,-2.95889649,-59.93695786
DUC_A01,13,003b,mandioqueira,Qualea paraensis,Vochysiaceae,48,O,FALSE,NA,28.5190081,20160826,-2.959187463,-59.93702411
DUC_A01,13,004a,seringuarana,NA,NA,15.5,O,FALSE,NA,14.64530655,20160826,-2.958915098,-59.93695722
DUC_A01,13,004b,abiu preto,Pouteria sp.,Sapotaceae,41.7,O,FALSE,NA,26.34804226,20160826,-2.959325313,-59.9371596
DUC_A01,13,005a,iperana,Eperua bijuga,Fabaceae,15.2,O,FALSE,NA,14.47030624,20160826,-2.958956106,-59.93696896
DUC_A01,13,005b,matamata branco,Eschweilera coriacea,Lecythidaceae,38.8,O,FALSE,NA,25.2881713,20160826,-2.959267117,-59.93707045
DUC_A01,13,006a,itauba,Mezilaurus itauba,Lauraceae,11,O,FALSE,NA,11.83901147,20160826,-2.958965537,-59.93695846
DUC_A01,13,006b,quarubarana,Erisma uncinatum,Vochysiaceae,60.2,O,FALSE,NA,32.30077476,20160826,-2.959220964,-59.93713701
DUC_A01,13,007a,breu branco,Protium paniculatum,Burseraceae,19.7,O,FALSE,NA,16.95339676,20160826,-2.958958616,-59.9369128
DUC_A01,13,007b,fava rosa,NA,NA,41.5,O,FALSE,NA,26.27625415,20160826,-2.959179206,-59.9371908
DUC_A01,13,008a,cupiuba,Goupia glabra,Goupiaceae,57.8,O,FALSE,NA,31.59519245,20160826,-2.958991981,-59.93691379
DUC_A01,13,008b,morta,NA,NA,57.8,O,TRUE,4,31.59519245,20160826,-2.959192382,-59.93722378
DUC_A01,13,009a,abiurana,Pouteria gongrijpii,Sapotaceae,15,O,FALSE,NA,14.35279308,20160826,-2.958977221,-59.93686241
DUC_A01,13,009b,jarana,Lecythis lurida,Lecythidaceae,39.8,O,FALSE,NA,25.65832394,20160826,-2.959090956,-59.93727347
DUC_A01,13,010a,mapatirana,Pourouma minor,Urticaceae,36.5,O,FALSE,NA,24.41703315,20160826,-2.959006722,-59.9368463
DUC_A01,13,010b,mandioqueira,Qualea paraensis,Vochysiaceae,36.6,O,FALSE,NA,24.45550324,20160826,-2.958999891,-59.93723124
DUC_A01,13,011a,matamata branco,Eschweilera coriacea,Lecythidaceae,25.8,O,FALSE,NA,19.93182036,20160826,-2.95902599,-59.93689311
DUC_A01,13,012a,castanha sapucaia,Lecythis pisonis,Lecythidaceae,82,O,FALSE,NA,38.03064829,20160826,-2.959029814,-59.9368909
DUC_A01,13,013a,breu branco,Protium paniculatum,Burseraceae,19,O,FALSE,NA,16.58546043,20160826,-2.959008744,-59.93693455
DUC_A01,13,014a,breu branco,Protium paniculatum,Burseraceae,10.8,O,FALSE,NA,11.70386687,20160826,-2.959020993,-59.93697719
DUC_A01,13,015a,ucuubarana,Iryanthera paraensis,Myristicaceae,12.3,O,FALSE,NA,12.69343582,20160826,-2.959043445,-59.93689421
DUC_A01,13,016a,muirapiranga,Brosimum rubescens,Moraceae,44.2,O,FALSE,NA,27.22994754,20160826,-2.959046909,-59.93689323
DUC_A01,13,017a,mapatirana,Pourouma minor,Urticaceae,11.8,O,FALSE,NA,12.36955633,20160826,-2.959050372,-59.93689225
DUC_A01,13,018a,morta,NA,NA,11.3,O,TRUE,2,12.03981143,20160826,-2.959067336,-59.93694041
DUC_A01,13,019a,abiu rosadinho,Pouteria reticulata,Sapotaceae,46.9,O,FALSE,NA,28.15192999,20160826,-2.959091803,-59.93685711
DUC_A01,13,020a,breu branco,Protium paniculatum,Burseraceae,15.2,O,FALSE,NA,14.47030624,20160826,-2.959089613,-59.93684512
DUC_A01,13,021a,matamata branco,Eschweilera coriacea,Lecythidaceae,16.3,O,FALSE,NA,15.10478669,20160826,-2.959091359,-59.93681758
DUC_A01,13,022a,breu branco,Protium paniculatum,Burseraceae,14.2,O,FALSE,NA,13.87571453,20160826,-2.959120086,-59.93682136
DUC_A01,13,023a,capueiro,Rinorea guianensis,Violaceae,11.2,O,FALSE,NA,11.97312978,20160826,-2.959123006,-59.9368503
DUC_A01,13,024a,arataciu,Sagotia racemosa,Euphorbiaceae,17.9,O,FALSE,NA,15.99451102,20160826,-2.959128762,-59.93688471
DUC_A01,13,025a,ucuuba vermelha,Virola elongata,Myristicaceae,11.2,O,FALSE,NA,11.97312978,20160826,-2.959129959,-59.9369044
DUC_A01,13,026a,muiracatiara,Astronium graveolens,Anacardiaceae,17.4,O,FALSE,NA,15.72046106,20160826,-2.959169118,-59.93689209
DUC_A01,13,027a,papo de mutum,Lacunaria jenmanii,Ochnaceae,14.3,O,FALSE,NA,13.93598034,20160826,-2.959152824,-59.93683308
DUC_A01,13,028a,nao indetificada,NA,NA,13.1,O,FALSE,NA,13.2001898,20160826,-2.959156605,-59.93680943
DUC_A01,13,029a,breu branco,Protium paniculatum,Burseraceae,19.6,O,FALSE,NA,16.90120672,20160826,-2.959169484,-59.93681528
DUC_A01,13,030a,seringueira,Hevea brasiliensis,Euphorbiaceae,11.1,O,FALSE,NA,11.90619742,20160826,-2.959169767,-59.93681
DUC_A01,13,031a,mandioqueira,Qualea paraensis,Vochysiaceae,16.5,O,FALSE,NA,15.21807918,20160826,-2.959174232,-59.93682072
DUC_A01,13,032a,louro amarelo,Aniba parviflora,Lauraceae,20.4,O,FALSE,NA,17.31535563,20160826,-2.959188415,-59.93689121
DUC_A01,13,033a,urucurana,Sloanea guianensis,Elaeocarpaceae,20.9,O,FALSE,NA,17.5703829,20160826,-2.959222166,-59.93684116
DUC_A01,13,034a,ucuuba vermelha,Virola elongata,Myristicaceae,17.3,O,FALSE,NA,15.66522663,20160826,-2.959225594,-59.93681872
DUC_A01,13,035a,tatapiririca,Tapirira guianensis,Anacardiaceae,12.3,O,FALSE,NA,12.69343582,20160826,-2.959206594,-59.93673231
DUC_A01,13,036a,mapatirana,Pourouma minor,Urticaceae,35,O,FALSE,NA,23.83320406,20160826,-2.959209402,-59.93673787
DUC_A01,13,037a,catauari,Couepia racemosa,Chrysobalanaceae,11.5,O,FALSE,NA,12.17243388,20160826,-2.959259215,-59.93684033
DUC_A01,13,038a,morta,NA,NA,27.2,O,TRUE,2,20.56587554,20160826,-2.959256446,-59.9368368
DUC_A01,13,039a,macucu,Licania guianensis,Chrysobalanaceae,27.7,O,FALSE,NA,20.78842704,20160826,-2.959264468,-59.93685268
DUC_A01,13,040a,arataciu,Sagotia racemosa,Euphorbiaceae,13.2,O,FALSE,NA,13.2625889,20160826,-2.959258842,-59.93686102
DUC_A01,13,041a,goiabinha,Myrcia splendens,Myrtaceae,27.5,O,FALSE,NA,20.69964603,20160826,-2.959177824,-59.93693807
DUC_A01,13,042a,morta,NA,NA,15.9,O,TRUE,NA,14.8763288,20160826,-2.959169978,-59.93693237
DUC_A01,13,043a,morta,NA,NA,15.5,O,TRUE,1,14.64530655,20160826,-2.959145788,-59.9369564
DUC_A01,13,044a,caripe,Licania octandra,Chrysobalanaceae,20.3,O,FALSE,NA,17.26400311,20160826,-2.959120161,-59.93695074
DUC_A01,13,045a,capueiro,Rinorea guianensis,Violaceae,18.9,O,FALSE,NA,16.53239399,20160826,-2.959099411,-59.93692197
DUC_A01,13,046a,inhare,Helicostylis tomentosa,Moraceae,42,O,FALSE,NA,26.45537352,20160826,-2.959088451,-59.93693335
DUC_A01,13,047a,morta,NA,NA,13.2,O,TRUE,1,13.2625889,20160826,-2.959089581,-59.93694896
DUC_A01,13,048a,morta,NA,NA,12.5,O,TRUE,1,12.82141419,20160826,-2.959088459,-59.93695062
DUC_A01,13,049a,abiu rosadinho,Pouteria reticulata,Sapotaceae,50.1,O,FALSE,NA,29.20677536,20160826,-2.959078396,-59.93695031
DUC_A01,13,050a,manguirana,NA,NA,17,O,FALSE,NA,15.49865564,20160826,-2.95905783,-59.9369966
DUC_A01,13,051a,iperana,Eperua bijuga,Fabaceae,16.8,O,FALSE,NA,15.38687437,20160826,-2.959034267,-59.93702932
DUC_A01,13,052a,andirobarana,Guarea guidonia,Meliaceae,10,O,FALSE,NA,11.15252146,20160826,-2.958973142,-59.93702995
DUC_A01,14,001a,louro preto,Ocotea cernua,Lauraceae,16.4,O,FALSE,NA,15.16150996,20160826,-2.96024993,-59.93664921
DUC_A01,14,001b,abiu vermelho,Pouteria cladantha,Sapotaceae,46,O,FALSE,NA,27.84797556,20160826,-2.960493215,-59.93682793
DUC_A01,14,002a,louro cheiroso,Diospyros artanthifolia,Ebenaceae,25.9,O,FALSE,NA,19.97765874,20160826,-2.960293813,-59.93669065
DUC_A01,14,002b,quarubarana,Erisma uncinatum,Vochysiaceae,42.2,O,FALSE,NA,26.52669542,20160826,-2.960521701,-59.9368034
DUC_A01,14,003a,inhare,Helicostylis tomentosa,Moraceae,20,O,FALSE,NA,17.10923828,20160826,-2.960315451,-59.93672009
DUC_A01,14,003b,morta,NA,NA,43.2,O,TRUE,3,26.88055964,20160826,-2.9605507,-59.93674869
DUC_A01,14,004a,cumaru,Dipteryx odorata,Fabaceae,45,O,FALSE,NA,27.50632234,20160826,-2.960333911,-59.93671625
DUC_A01,14,004b,tauari,Couratari stellata,Lecythidaceae,42.2,O,FALSE,NA,26.52669542,20160826,-2.960554644,-59.9367568
DUC_A01,14,005a,mamorana,Eriotheca globosa,Malvaceae,26.6,O,FALSE,NA,20.29614094,20160826,-2.960298848,-59.93667812
DUC_A01,14,005b,abiu vermelho,Pouteria cladantha,Sapotaceae,35.2,O,FALSE,NA,23.91179453,20160826,-2.960615539,-59.93674686
DUC_A01,14,006a,uxirana,Sacoglottis guianensis,Humiriaceae,11.4,O,FALSE,NA,12.1062452,20160826,-2.960319969,-59.93668172
DUC_A01,14,006b,quarubarana,Erisma uncinatum,Vochysiaceae,65.5,O,FALSE,NA,33.80063371,20160826,-2.960726165,-59.93690687
DUC_A01,14,007a,envira preta,Guatteria schomburgkiana,Annonaceae,17,O,FALSE,NA,15.49865564,20160826,-2.960357793,-59.93670483
DUC_A01,14,007b,tauari,Couratari stellata,Lecythidaceae,48.7,O,FALSE,NA,28.75013207,20160826,-2.960723501,-59.93690136
DUC_A01,14,008a,mamorana,Eriotheca globosa,Malvaceae,15.6,O,FALSE,NA,14.70330707,20160826,-2.960351235,-59.93665832
DUC_A01,14,008b,anani,Symphonia globulifera,Clusiaceae,55,O,FALSE,NA,30.74956527,20160826,-2.960628866,-59.93695701
DUC_A01,14,009a,ucuubarana,Iryanthera paraensis,Myristicaceae,12.1,O,FALSE,NA,12.56456782,20160826,-2.960379247,-59.93668015
DUC_A01,14,009b,mamorana,Eriotheca globosa,Malvaceae,42.4,O,FALSE,NA,26.59783283,20160826,-2.960619323,-59.93693742
DUC_A01,14,010a,breu branco,Protium paniculatum,Burseraceae,21.7,O,FALSE,NA,17.97257936,20160826,-2.960370454,-59.93663107
DUC_A01,14,010b,amapa doce,Brosimum parinarioides,Moraceae,54.4,O,FALSE,NA,30.56507264,20160826,-2.960492722,-59.9370533
DUC_A01,14,011a,angelim pedra,Hymenolobium petraeum,Fabaceae,59,O,FALSE,NA,31.95013783,20160826,-2.96038747,-59.93665126
DUC_A01,14,011b,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,44.6,O,FALSE,NA,27.36847862,20160826,-2.9604728,-59.9370538
DUC_A01,14,012a,virola(ucuuba),NA,NA,34.8,O,FALSE,NA,23.75437913,20160826,-2.960382378,-59.93662215
DUC_A01,14,013a,macucu,Licania guianensis,Chrysobalanaceae,12.5,O,FALSE,NA,12.82141419,20160826,-2.960414844,-59.93664275
DUC_A01,14,014a,abiurana,Pouteria gongrijpii,Sapotaceae,37.1,O,FALSE,NA,24.64702715,20160826,-2.960416531,-59.93664204
DUC_A01,14,015a,amapa doce,Brosimum parinarioides,Moraceae,12.7,O,FALSE,NA,12.94852108,20160826,-2.96043268,-59.9366522
DUC_A01,14,016a,morta,NA,NA,34.5,O,TRUE,2,23.63569836,20160826,-2.960458125,-59.93670638
DUC_A01,14,017a,inhare,Helicostylis tomentosa,Moraceae,11.8,O,FALSE,NA,12.36955633,20160826,-2.960475621,-59.93669648
DUC_A01,14,018a,pataua,Oenocarpus bataua,Arecaceae,11.9,P,FALSE,NA,12.43479133,20160826,-2.960414689,-59.93660495
DUC_A01,14,019a,morta,NA,NA,27.1,O,TRUE,2,20.52112417,20160826,-2.960462429,-59.93664444
DUC_A01,14,020a,breu branco,Protium paniculatum,Burseraceae,14,O,FALSE,NA,13.7546259,20160826,-2.960465939,-59.93661826
DUC_A01,14,021a,inhare,Helicostylis tomentosa,Moraceae,33.2,O,FALSE,NA,23.11512755,20160826,-2.960440116,-59.93657986
DUC_A01,14,022a,urucurana,Sloanea guianensis,Elaeocarpaceae,28.1,O,FALSE,NA,20.96504387,20160826,-2.96049693,-59.93662766
DUC_A01,14,023a,pataua,Oenocarpus bataua,Arecaceae,11.9,P,FALSE,NA,12.43479133,20160826,-2.960501133,-59.93662586
DUC_A01,14,024a,mamorana,Eriotheca globosa,Malvaceae,20.4,O,FALSE,NA,17.31535563,20160826,-2.960503003,-59.93660462
DUC_A01,14,025a,guajara branco,Pouteria sp.,Sapotaceae,16,O,FALSE,NA,14.93368048,20160826,-2.960518768,-59.9366057
DUC_A01,14,026a,taguari,NA,NA,15.1,O,FALSE,NA,14.41163524,20160826,-2.96052667,-59.93660525
DUC_A01,14,027a,faveira rosa,NA,NA,51.2,O,FALSE,NA,29.5604678,20160826,-2.960509295,-59.93659036
DUC_A01,14,028a,tauari,Couratari stellata,Lecythidaceae,46.5,O,FALSE,NA,28.01724665,20160826,-2.960538501,-59.93658775
DUC_A01,14,029a,louro preto,Nectandra cuspidata,Lauraceae,12,O,FALSE,NA,12.49979434,20160826,-2.960548934,-59.93658622
DUC_A01,14,030a,acaizeiro,NA,NA,15.5,O,FALSE,NA,14.64530655,20160826,-2.960558693,-59.93661269
DUC_A01,14,031a,abiurana,Pouteria gongrijpii,Sapotaceae,27.7,O,FALSE,NA,20.78842704,20160826,-2.960567697,-59.93656412
DUC_A01,14,032a,taguari,NA,NA,12.1,O,FALSE,NA,12.56456782,20160826,-2.96060609,-59.93656587
DUC_A01,14,033a,morta,NA,NA,41.5,O,TRUE,2,26.27625415,20160826,-2.960630998,-59.93653961
