area,plot,tree,common.name,scientific.name,family.name,DBH,type,Dead,D.class,Htotc,date,UTM.Easting,UTM.Northing
DUC_A01,9,006a,louro cheiroso,Diospyros artanthifolia,Ebenaceae,15.9,O,FALSE,NA,14.8763288,20160828,-2.951538065,-59.93888137
DUC_A01,9,006b,uxirana,Sacoglottis guianensis,Humiriaceae,75.7,O,FALSE,NA,36.48670452,20160828,-2.951760105,-59.93899051
DUC_A01,9,007a,inhare,Helicostylis tomentosa,Moraceae,11.3,O,FALSE,NA,12.03981143,20160828,-2.951537532,-59.93888241
DUC_A01,9,007b,escorrega macaco,Capirona decorticans,Rubiaceae,49.2,O,FALSE,NA,28.9140678,20160828,-2.951660688,-59.93901728
DUC_A01,9,008a,breu branco,Protium paniculatum,Burseraceae,11.4,O,FALSE,NA,12.1062452,20160828,-2.951552991,-59.93886566
DUC_A01,9,008b,mirindiba,NA,NA,38,O,FALSE,NA,24.98835813,20160828,-2.951621088,-59.93899463
DUC_A01,9,009a,morta,NA,NA,17.5,O,TRUE,3,15.77555264,20160828,-2.951576088,-59.93891547
DUC_A01,9,009b,muiratinga,Maquira coriacea,Moraceae,46.5,O,FALSE,NA,28.01724665,20160828,-2.951577602,-59.93899019
DUC_A01,9,010a,matamata branco,Eschweilera coriacea,Lecythidaceae,29.6,O,FALSE,NA,21.61648072,20160828,-2.951582489,-59.9388963
DUC_A01,9,010b,abiurana,Pouteria gongrijpii,Sapotaceae,46.2,O,FALSE,NA,27.91580705,20160828,-2.951616062,-59.93915124
DUC_A01,9,011a,marupa,Simarouba amara,Simaroubaceae,27.4,O,FALSE,NA,20.6551361,20160828,-2.951600348,-59.93888952
DUC_A01,9,011b,abiurana branca,Pouteria guianensis,Sapotaceae,39.1,O,FALSE,NA,25.39974888,20160828,-2.951630987,-59.93918238
DUC_A01,9,012a,abiurana,Pouteria gongrijpii,Sapotaceae,31.2,O,FALSE,NA,22.29335666,20160828,-2.951605213,-59.93889604
DUC_A01,9,012b,muiratinga,Maquira coriacea,Moraceae,39,O,FALSE,NA,25.36260744,20160828,-2.951623686,-59.93920101
DUC_A01,9,013a,gombeira,Swartzia laevicarpa,Fabaceae,16.1,O,FALSE,NA,14.99087319,20160828,-2.951632759,-59.93887972
DUC_A01,9,014a,louro preto,Ocotea cernua,Lauraceae,28,O,FALSE,NA,20.92100691,20160828,-2.951631594,-59.93887932
DUC_A01,9,015a,caripe,Licania octandra,Chrysobalanaceae,28.6,O,FALSE,NA,21.18407204,20160828,-2.951611542,-59.93885178
DUC_A01,9,016a,inga xixica,Inga heterophylla,Fabaceae,14,O,FALSE,NA,13.7546259,20160828,-2.951607535,-59.93884493
DUC_A01,9,017a,mamorana,Eriotheca globosa,Malvaceae,27.5,O,FALSE,NA,20.69964603,20160828,-2.951626277,-59.93880598
DUC_A01,9,018a,taquari,Mabea angularis,Euphorbiaceae,16.7,O,FALSE,NA,15.33076022,20160828,-2.951651573,-59.93879552
DUC_A01,9,019a,cacau do mato,Theobroma glaucum,Malvaceae,10.8,O,FALSE,NA,11.70386687,20160828,-2.951657008,-59.93879429
DUC_A01,9,020a,abiurana branca,Pouteria guianensis,Sapotaceae,20.2,O,FALSE,NA,17.2125332,20160828,-2.95166355,-59.93880018
DUC_A01,9,021a,inga branco,Inga thibaudiana,Fabaceae,11,O,FALSE,NA,11.83901147,20160828,-2.951655261,-59.93882678
DUC_A01,9,022a,matamata branco,Eschweilera coriacea,Lecythidaceae,12.1,O,FALSE,NA,12.56456782,20160828,-2.951666727,-59.93884169
DUC_A01,9,023a,muiratinga,Maquira coriacea,Moraceae,23.8,O,FALSE,NA,18.99629483,20160828,-2.951696726,-59.93884454
DUC_A01,9,024a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,16.1,O,FALSE,NA,14.99087319,20160828,-2.951680698,-59.93884644
DUC_A01,9,025a,breu vermelho,Protium hebetatum,Burseraceae,49,O,FALSE,NA,28.84860777,20160828,-2.951720032,-59.93880216
DUC_A01,9,026a,matamata branco,Eschweilera coriacea,Lecythidaceae,15.5,O,FALSE,NA,14.64530655,20160828,-2.951739725,-59.93876953
DUC_A01,9,027a,acariquara,Minquartia guianensis,Olacaceae,12.4,O,FALSE,NA,12.75753506,20160828,-2.951745699,-59.93876726
DUC_A01,9,028a,cucutitiriba,Pouteria sp.,Sapotaceae,33.4,O,FALSE,NA,23.19589214,20160828,-2.95179154,-59.93875151
DUC_A01,9,029a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,19.4,O,FALSE,NA,16.79645761,20160828,-2.951823049,-59.93879068
DUC_A01,9,030a,matamata preto,Eschweilera ovata,Lecythidaceae,26.4,O,FALSE,NA,20.20556806,20160828,-2.951813725,-59.93874307
DUC_A01,9,031a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,25.3,O,FALSE,NA,19.70132239,20160828,-2.951821034,-59.93873693
DUC_A01,9,032a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,15.2,O,FALSE,NA,14.47030624,20160828,-2.951828118,-59.93874431
DUC_A01,9,033a,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,O,FALSE,NA,12.82141419,20160828,-2.951842756,-59.93875552
DUC_A01,9,034a,caripe,Licania octandra,Chrysobalanaceae,16.7,O,FALSE,NA,15.33076022,20160828,-2.951875349,-59.93871544
DUC_A01,9,035a,liana,NA,NA,10.8,L,FALSE,NA,11.70386687,20160828,-2.951882332,-59.93873208
DUC_A01,9,036a,abiurana,Pouteria gongrijpii,Sapotaceae,43,O,FALSE,NA,26.81014917,20160828,-2.951886046,-59.93873151
DUC_A01,9,037a,timborana,Pseudopiptadenia suaveolens,Fabaceae,60,O,FALSE,NA,32.24262967,20160828,-2.951901618,-59.93873566
DUC_A01,9,038a,parapara,Jacaranda copaia,Bignoniaceae,35.6,O,FALSE,NA,24.06827887,20160828,-2.951896662,-59.93878033
DUC_A01,9,039a,inga vermelho,Inga alba,Fabaceae,29.9,O,FALSE,NA,21.74477315,20160828,-2.951869583,-59.93879565
DUC_A01,9,040a,acariquara,Minquartia guianensis,Olacaceae,19.4,O,FALSE,NA,16.79645761,20160828,-2.951858944,-59.93879382
DUC_A01,9,041a,inhare,Helicostylis tomentosa,Moraceae,13.5,O,FALSE,NA,13.44857473,20160828,-2.951916364,-59.9388366
DUC_A01,9,042a,joao mole,Neea oppositifolia,Nyctaginaceae,27.6,O,FALSE,NA,20.74407622,20160828,-2.951866555,-59.93887226
DUC_A01,9,043a,bacaba,Oenocarpus bacaba,Arecaceae,14.2,P,FALSE,NA,13.87571453,20160828,-2.951867402,-59.93887194
DUC_A01,9,044a,breu branco,Protium paniculatum,Burseraceae,12.8,O,FALSE,NA,13.01175321,20160828,-2.95182546,-59.93885432
DUC_A01,9,045a,pedra ume,NA,NA,17.3,O,FALSE,NA,15.66522663,20160828,-2.951833328,-59.93884966
DUC_A01,9,046a,merauba,Mouriri collocarpa,Melastomataceae,33.5,O,FALSE,NA,23.23618098,20160828,-2.951776076,-59.93883116
DUC_A01,9,047a,mamorana,Eriotheca globosa,Malvaceae,10.8,O,FALSE,NA,11.70386687,20160828,-2.951771289,-59.93884303
DUC_A01,9,048a,jarana,Lecythis lurida,Lecythidaceae,30.2,O,FALSE,NA,21.87242053,20160828,-2.951754714,-59.93889624
DUC_A01,9,049a,inhare,Helicostylis tomentosa,Moraceae,35.6,O,FALSE,NA,24.06827887,20160828,-2.951741096,-59.93892402
DUC_A01,9,050a,guariuba,Clarisia racemosa,Moraceae,73.2,O,FALSE,NA,35.85079041,20160828,-2.951741096,-59.93892402
DUC_A01,9,051a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,32.6,O,FALSE,NA,22.87132103,20160828,-2.951724204,-59.93892373
DUC_A01,9,052a,caripe,Licania octandra,Chrysobalanaceae,19.7,O,FALSE,NA,16.95339676,20160828,-2.95170931,-59.93892351
DUC_A01,9,053a,abiu rosadinha,NA,NA,17.5,O,FALSE,NA,15.77555264,20160828,-2.951692875,-59.938913
DUC_A01,9,054a,cacau do mato,Theobroma glaucum,Malvaceae,13,O,FALSE,NA,13.1375855,20160828,-2.951690849,-59.93889702
DUC_A01,9,055a,morta,NA,NA,12.1,O,TRUE,3,12.56456782,20160828,-2.951686018,-59.93889048
DUC_A01,9,056a,muiratinga,Maquira coriacea,Moraceae,3.9,O,FALSE,NA,6.114737213,20160828,-2.951675917,-59.93891943
DUC_A01,9,057a,murta,Strychnos subcordata,Loganiaceae,11.7,O,FALSE,NA,12.3040868,20160828,-2.951667438,-59.93892265
DUC_A01,9,058a,ucuuba vermelha,Virola mollissima,Myristicaceae,10.8,O,FALSE,NA,11.70386687,20160828,-2.951645158,-59.93893947
DUC_A01,9,059a,parajuba,Manilkara bidentata,Sapotaceae,21.1,O,FALSE,NA,17.67159717,20160828,-2.951625044,-59.93893873
DUC_A01,9,060a,bacaba,Oenocarpus bacaba,Arecaceae,12.9,P,FALSE,NA,13.07477399,20160828,-2.951634471,-59.93893767
DUC_A01,9,061a,abiu rosadinha,NA,NA,10.1,O,FALSE,NA,11.22241686,20160828,-2.951579468,-59.93894766
DUC_A01,9,062a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,21.3,O,FALSE,NA,17.77236446,20160828,-2.951572071,-59.93897556
DUC_A01,9,063a,bacaba,Oenocarpus bacaba,Arecaceae,11,P,FALSE,NA,11.83901147,20160828,-2.951578449,-59.93898987
DUC_A01,9,064a,muruci da mata,Byrsonima densa,Malpighiaceae,13.6,O,FALSE,NA,13.51017257,20160828,-2.951554021,-59.93895731
DUC_A01,9,065a,cucutitiriba,Pouteria sp.,Sapotaceae,18.4,O,FALSE,NA,16.2651157,20160828,-2.951530656,-59.93894945
DUC_A01,10,001a,quaruba,Vochysia guianensis,Vochysiaceae,10.6,O,FALSE,NA,11.56767159,20160827,-2.948248097,-59.92934268
DUC_A01,10,001b,tachi branco,Tachigali paniculata,Fabaceae,45.9,O,FALSE,NA,27.81399795,20160827,-2.948350367,-59.92952544
DUC_A01,10,002a,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,13.7,O,FALSE,NA,13.5715748,20160827,-2.948255338,-59.92933802
DUC_A01,10,002b,pau jacare,Laetia procera,Salicaceae,39.2,O,FALSE,NA,25.43683946,20160827,-2.948290282,-59.9293229
DUC_A01,10,003a,ucuuba terra firme,Virola sebifera,Myristicaceae,15.8,O,FALSE,NA,14.81881687,20160827,-2.948281913,-59.92935238
DUC_A01,10,003b,tauari,Couratari stellata,Lecythidaceae,76.5,O,FALSE,NA,36.68732019,20160827,-2.948647827,-59.9294476
DUC_A01,10,004a,fava folha fina,Pseudopiptadenia psilostachya,Fabaceae,32.2,O,FALSE,NA,22.70750297,20160827,-2.948287903,-59.9293559
DUC_A01,10,004b,abiu rosadinha,NA,NA,47.4,O,FALSE,NA,28.31937896,20160827,-2.948779662,-59.92950323
DUC_A01,10,005a,inhare,Helicostylis tomentosa,Moraceae,19.7,O,FALSE,NA,16.95339676,20160827,-2.948304354,-59.92934861
DUC_A01,10,005b,carapanauba,Aspidosperma excelsum,Apocynaceae,44.5,O,FALSE,NA,27.3339106,20160827,-2.948742592,-59.92950854
DUC_A01,10,006a,brteu branco,NA,NA,22.3,O,FALSE,NA,18.26967927,20160827,-2.948328297,-59.92937764
DUC_A01,10,006b,parapara,Jacaranda copaia,Bignoniaceae,48,O,FALSE,NA,28.5190081,20160827,-2.948556899,-59.92962567
DUC_A01,10,007a,matamata branco,Eschweilera coriacea,Lecythidaceae,13.8,O,FALSE,NA,13.63278324,20160827,-2.948332835,-59.92935904
DUC_A01,10,007b,breu manga,Tetragastris altissima,Burseraceae,41.1,O,FALSE,NA,26.13211124,20160827,-2.948542274,-59.92966483
DUC_A01,10,008a,mandioqueira,Qualea paraensis,Vochysiaceae,35.1,O,FALSE,NA,23.87252849,20160827,-2.948363005,-59.92936127
DUC_A01,10,008b,timbora,NA,NA,55.1,O,FALSE,NA,30.78019888,20160827,-2.948476274,-59.92965969
DUC_A01,10,009a,jataua,Trichilia micrantha,Meliaceae,16.3,O,FALSE,NA,15.10478669,20160827,-2.948380278,-59.9293484
DUC_A01,10,009b,louro cheiroso,Diospyros artanthifolia,Ebenaceae,47.5,O,FALSE,NA,28.35274916,20160827,-2.948396665,-59.92964249
DUC_A01,10,010a,joao mole,Neea oppositifolia,Nyctaginaceae,17.5,O,FALSE,NA,15.77555264,20160827,-2.948384002,-59.9293482
DUC_A01,10,010b,tauari,Couratari stellata,Lecythidaceae,41,O,FALSE,NA,26.0959566,20160827,-2.948340907,-59.92960274
DUC_A01,10,011a,pau jacare,Laetia procera,Salicaceae,32,O,FALSE,NA,22.62520375,20160827,-2.948371611,-59.92932409
DUC_A01,10,012a,breu manga,Tetragastris altissima,Burseraceae,16.9,O,FALSE,NA,15.44283913,20160827,-2.948340779,-59.92928302
DUC_A01,10,013a,inhare,Helicostylis tomentosa,Moraceae,13.3,O,FALSE,NA,13.3247848,20160827,-2.948375223,-59.92933457
DUC_A01,10,014a,purui,Alibertia edulis,Rubiaceae,12.5,O,FALSE,NA,12.82141419,20160827,-2.948367106,-59.92925427
DUC_A01,10,015a,mamominho,NA,NA,10.4,O,FALSE,NA,11.43040018,20160827,-2.948375139,-59.92925768
DUC_A01,10,016a,morta,NA,NA,31.4,O,TRUE,2,22.37672025,20160827,-2.948407664,-59.9292756
DUC_A01,10,017a,taquari,Mabea angularis,Euphorbiaceae,13.6,O,FALSE,NA,13.51017257,20160827,-2.94839848,-59.92925344
DUC_A01,10,018a,quinarana,Geissospermum sericeum,Apocynaceae,19,O,FALSE,NA,16.58546043,20160827,-2.94842773,-59.92925744
DUC_A01,10,019a,caripe,Licania octandra,Chrysobalanaceae,12.9,O,FALSE,NA,13.07477399,20160827,-2.948437789,-59.92927485
DUC_A01,10,020a,macucu,Licania guianensis,Chrysobalanaceae,10.8,O,FALSE,NA,11.70386687,20160827,-2.948437022,-59.92929583
DUC_A01,10,021a,breu branco,Protium paniculatum,Burseraceae,10.4,O,FALSE,NA,11.43040018,20160827,-2.948414732,-59.92932051
DUC_A01,10,022a,freijo branco,Cordia scabrifolia,Boraginaceae,24.2,O,FALSE,NA,19.18634211,20160827,-2.94843019,-59.92935472
DUC_A01,10,023a,ucuuba terra firme,Virola sebifera,Myristicaceae,15.6,O,FALSE,NA,14.70330707,20160827,-2.948439649,-59.92936917
DUC_A01,10,024a,envira cunauaru,Annona ambotay,Annonaceae,19.1,O,FALSE,NA,16.63839917,20160827,-2.948454425,-59.92930003
DUC_A01,10,025a,louro preto,Nectandra cuspidata,Lauraceae,20.8,O,FALSE,NA,17.51960645,20160827,-2.948458794,-59.92929083
DUC_A01,10,026a,parapara,Jacaranda copaia,Bignoniaceae,33.7,O,FALSE,NA,23.31657293,20160827,-2.948471247,-59.92928846
DUC_A01,10,027a,morta,NA,NA,34.5,O,TRUE,2,23.63569836,20160827,-2.948463457,-59.92925212
DUC_A01,10,028a,ucuuba terra firme,Virola sebifera,Myristicaceae,22,O,FALSE,NA,18.12160612,20160827,-2.948462113,-59.92924535
DUC_A01,10,029a,morta,NA,NA,12.4,O,TRUE,1,12.75753506,20160827,-2.948477382,-59.92923129
DUC_A01,10,030a,morta,NA,NA,17.6,O,TRUE,2,15.8305024,20160827,-2.948515145,-59.92925451
DUC_A01,10,031a,mulungu,Micropholis venulosa,Sapotaceae,15.5,O,FALSE,NA,14.64530655,20160827,-2.948498231,-59.92920154
DUC_A01,10,032a,breu branco,Protium paniculatum,Burseraceae,23.6,O,FALSE,NA,18.90069809,20160827,-2.948498651,-59.92920237
DUC_A01,10,033a,breu manga,Tetragastris altissima,Burseraceae,17.3,O,FALSE,NA,15.66522663,20160827,-2.948504197,-59.92918669
DUC_A01,10,034a,joao mole,Neea oppositifolia,Nyctaginaceae,33.2,O,FALSE,NA,23.11512755,20160827,-2.948510752,-59.92919575
DUC_A01,10,035a,muiracatiara,Astronium graveolens,Anacardiaceae,18.4,O,FALSE,NA,16.2651157,20160827,-2.948534005,-59.92922402
DUC_A01,10,036a,morta,NA,NA,10.6,O,TRUE,1,11.56767159,20160827,-2.948515562,-59.92925534
DUC_A01,10,037a,ucuuba folha grande,NA,NA,13.6,O,FALSE,NA,13.51017257,20160827,-2.948521957,-59.92925244
DUC_A01,10,038a,morta,NA,NA,29.7,O,TRUE,1,21.65931705,20160827,-2.948560048,-59.92924958
DUC_A01,10,039a,fava folha fina,Pseudopiptadenia psilostachya,Fabaceae,19.1,O,FALSE,NA,16.63839917,20160827,-2.948572032,-59.92914204
DUC_A01,10,040a,piquia,Caryocar villosum,Caryocaraceae,18.4,O,FALSE,NA,16.2651157,20160827,-2.948564971,-59.92913985
DUC_A01,10,041a,breu branco,Protium paniculatum,Burseraceae,13,O,FALSE,NA,13.1375855,20160827,-2.948566146,-59.92914021
DUC_A01,10,042a,envira cana,Xylopia nitida,Annonaceae,43.8,O,FALSE,NA,27.09072108,20160827,-2.948570205,-59.9291477
DUC_A01,10,043a,breu vermelho,Protium hebetatum,Burseraceae,29,O,FALSE,NA,21.35792717,20160827,-2.948577321,-59.92911952
DUC_A01,10,044a,breu vermelho,Protium hebetatum,Burseraceae,16.4,O,FALSE,NA,15.16150996,20160827,-2.948601937,-59.92916784
DUC_A01,10,045a,iperana,Eperua bijuga,Fabaceae,18.8,O,FALSE,NA,16.47919898,20160827,-2.948607475,-59.92920903
DUC_A01,10,046a,marupa,Simarouba amara,Simaroubaceae,13,O,FALSE,NA,13.1375855,20160827,-2.948599827,-59.92921157
DUC_A01,10,047a,muiratinga,Maquira coriacea,Moraceae,58.2,O,FALSE,NA,31.71399339,20160827,-2.948617273,-59.9292252
DUC_A01,10,048a,breu branco,Protium paniculatum,Burseraceae,21.3,O,FALSE,NA,17.77236446,20160827,-2.948548538,-59.92914371
DUC_A01,10,049a,parapara,Jacaranda copaia,Bignoniaceae,17,O,FALSE,NA,15.49865564,20160827,-2.948590819,-59.92924155
DUC_A01,10,050a,iperana,Eperua bijuga,Fabaceae,11.9,O,FALSE,NA,12.43479133,20160827,-2.94862371,-59.9292766
DUC_A01,10,051a,pintadinho,Poeppigia procera,Fabaceae,12.2,O,FALSE,NA,12.62911419,20160827,-2.948639414,-59.92929246
DUC_A01,10,052a,acaizeiro,NA,NA,11.6,O,FALSE,NA,12.23838019,20160827,-2.948616387,-59.9293129
DUC_A01,10,053a,tauari,Couratari stellata,Lecythidaceae,14.6,O,FALSE,NA,14.11568341,20160827,-2.94860411,-59.9292896
DUC_A01,10,054a,matamata,Eschweilera amazonica,Lecythidaceae,19.1,O,FALSE,NA,16.63839917,20160827,-2.948602249,-59.92928414
DUC_A01,10,055a,envira cana,Xylopia nitida,Annonaceae,33.5,O,FALSE,NA,23.23618098,20160827,-2.948594087,-59.92929568
DUC_A01,10,056a,matamata branco,Eschweilera coriacea,Lecythidaceae,11.4,O,FALSE,NA,12.1062452,20160827,-2.948562825,-59.92931355
DUC_A01,10,057a,acariquara,Minquartia guianensis,Olacaceae,23.6,O,FALSE,NA,18.90069809,20160827,-2.948613174,-59.92931264
DUC_A01,10,058a,copaiba,Copaifera reticulata,Fabaceae,16.1,O,FALSE,NA,14.99087319,20160827,-2.948599287,-59.92928044
DUC_A01,10,059a,breu branco,Protium paniculatum,Burseraceae,12.6,O,FALSE,NA,12.88507546,20160827,-2.948514603,-59.92932121
DUC_A01,10,060a,ucuuba,Virola michelii,Myristicaceae,20.5,O,FALSE,NA,17.36659151,20160827,-2.948490896,-59.92933571
DUC_A01,10,061a,merauba,Mouriri collocarpa,Melastomataceae,21,O,FALSE,NA,17.62104624,20160827,-2.948489304,-59.92933237
DUC_A01,10,062a,tento,Ormosia coccinea,Fabaceae,11.1,O,FALSE,NA,11.90619742,20160827,-2.948473965,-59.92933532
DUC_A01,10,063a,ucuuba,Virola michelii,Myristicaceae,10.9,O,FALSE,NA,11.77156895,20160827,-2.948467246,-59.92936301
DUC_A01,10,064a,molongo,Ambelania acida,Apocynaceae,13.2,O,FALSE,NA,13.2625889,20160827,-2.94843304,-59.92941351
DUC_A01,10,065a,abacabeira,NA,NA,17.8,O,FALSE,NA,15.93998059,20160827,-2.948410999,-59.9294057
DUC_A01,10,066a,copaiba,Copaifera reticulata,Fabaceae,20.6,O,FALSE,NA,17.41771146,20160827,-2.948397376,-59.92940343
DUC_A01,10,067a,matamata branco,Eschweilera coriacea,Lecythidaceae,17.8,O,FALSE,NA,15.93998059,20160827,-2.948383066,-59.92940163
DUC_A01,10,068a,angelim rajado,Zygia racemosa,Fabaceae,13.8,O,FALSE,NA,13.63278324,20160827,-2.948365451,-59.92943544
DUC_A01,10,069a,morta,NA,NA,19.3,O,TRUE,2,16.74389692,20160827,-2.948346353,-59.92944285
DUC_A01,10,070a,mamorana,Eriotheca globosa,Malvaceae,44.9,O,FALSE,NA,27.47192542,20160827,-2.948344288,-59.92944723
DUC_A01,10,071a,sucupira preta,Bowdichia nitida,Fabaceae,11.6,O,FALSE,NA,12.23838019,20160827,-2.948310406,-59.92943879
DUC_A01,10,072a,morta,NA,NA,17.5,O,TRUE,2,15.77555264,20160827,-2.948687546,-59.92924121
DUC_A01,10,073a,matamata branco,Eschweilera coriacea,Lecythidaceae,19.4,O,FALSE,NA,16.79645761,20160827,-2.94829946,-59.929494
DUC_A01,10,074a,inhare,Helicostylis tomentosa,Moraceae,11.8,O,FALSE,NA,12.36955633,20160827,-2.948287983,-59.92946388
DUC_A01,10,075a,matamata preto,Eschweilera ovata,Lecythidaceae,13.2,O,FALSE,NA,13.2625889,20160827,-2.948265049,-59.92944292
DUC_A01,10,076a,tanenbuco,NA,NA,11.4,O,FALSE,NA,12.1062452,20160827,-2.948286,-59.9294196
DUC_A01,10,077a,mapatirana,Pourouma minor,Urticaceae,20.5,O,FALSE,NA,17.36659151,20160827,-2.948248904,-59.92942202
DUC_A01,11,001a,inga xixica,Inga heterophylla,Fabaceae,14.2,O,FALSE,NA,13.87571453,20160831,-2.952837645,-59.94785603
DUC_A01,11,001b,matamata vermelho,Eschweilera coriacea,Lecythidaceae,43.2,O,FALSE,NA,26.88055964,20160831,-2.952954864,-59.9480546
DUC_A01,11,002a,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,10.5,O,FALSE,NA,11.49917204,20160831,-2.952821004,-59.94786654
DUC_A01,11,002b,escorrega macaco,Capirona decorticans,Rubiaceae,43.3,O,FALSE,NA,26.91569767,20160831,-2.953121045,-59.94802297
DUC_A01,11,003a,sucupira preta,Bowdichia nitida,Fabaceae,13.7,O,FALSE,NA,13.5715748,20160831,-2.952853541,-59.94789197
DUC_A01,11,003b,cupiuba,Goupia glabra,Goupiaceae,51.5,O,FALSE,NA,29.65616913,20160831,-2.953229419,-59.94793471
DUC_A01,11,004a,abiu rosadinha,NA,NA,20.1,O,FALSE,NA,17.16094518,20160831,-2.95284951,-59.9478747
DUC_A01,11,004b,escorrega macaco,Capirona decorticans,Rubiaceae,42,O,FALSE,NA,26.45537352,20160831,-2.95322479,-59.94784747
DUC_A01,11,005a,urucurana,Sloanea guianensis,Elaeocarpaceae,15.5,O,FALSE,NA,14.64530655,20160831,-2.952874515,-59.94792405
DUC_A01,11,005b,matamata preto,Eschweilera ovata,Lecythidaceae,40.3,O,FALSE,NA,25.84152544,20160831,-2.95335927,-59.94790445
DUC_A01,11,006a,matamata preto,Eschweilera ovata,Lecythidaceae,11.4,O,FALSE,NA,12.1062452,20160831,-2.952894828,-59.94789303
DUC_A01,11,006b,louro preto,Ocotea cernua,Lauraceae,35.5,O,FALSE,NA,24.02924433,20160831,-2.953345378,-59.94801165
DUC_A01,11,007a,mamorana,Eriotheca globosa,Malvaceae,29.3,O,FALSE,NA,21.48753492,20160831,-2.952863073,-59.94786206
DUC_A01,11,007b,joao mole,Neea oppositifolia,Nyctaginaceae,60,O,FALSE,NA,32.24262967,20160831,-2.953227992,-59.94807378
DUC_A01,11,008a,abiurana,Pouteria gongrijpii,Sapotaceae,14.2,O,FALSE,NA,13.87571453,20160831,-2.952874439,-59.94783592
DUC_A01,11,008b,uxirana,Sacoglottis guianensis,Humiriaceae,65.8,O,FALSE,NA,33.88326229,20160831,-2.953207134,-59.94809462
DUC_A01,11,009a,breu branco,Protium paniculatum,Burseraceae,14,O,FALSE,NA,13.7546259,20160831,-2.952888559,-59.94783768
DUC_A01,11,009b,ucuuba vermelha,Virola mollissima,Myristicaceae,54.5,O,FALSE,NA,30.59590406,20160831,-2.953096563,-59.94810448
DUC_A01,11,010a,mamorana,Eriotheca globosa,Malvaceae,12,O,FALSE,NA,12.49979434,20160831,-2.952912275,-59.94789885
DUC_A01,11,011a,casca seca,Licania canescens,Chrysobalanaceae,15.2,O,FALSE,NA,14.47030624,20160831,-2.952915103,-59.94790412
DUC_A01,11,012a,abiurana branca,Pouteria guianensis,Sapotaceae,31.5,O,FALSE,NA,22.41830092,20160831,-2.952920147,-59.94784525
DUC_A01,11,013a,cumaru,Dipteryx odorata,Fabaceae,10,O,FALSE,NA,11.15252146,20160831,-2.95292215,-59.94782833
DUC_A01,11,014a,piquiarana,Caryocar glabrum,Caryocaraceae,63,O,FALSE,NA,33.10278979,20160831,-2.952932658,-59.94779364
DUC_A01,11,015a,abiurana branca,Pouteria guianensis,Sapotaceae,10.1,O,FALSE,NA,11.22241686,20160831,-2.952961732,-59.94786505
DUC_A01,11,016a,matamata preto,Eschweilera ovata,Lecythidaceae,15.4,O,FALSE,NA,14.58714049,20160831,-2.952982704,-59.94784332
DUC_A01,11,017a,jarana,Lecythis lurida,Lecythidaceae,47.1,O,FALSE,NA,28.21902961,20160831,-2.953001036,-59.94784286
DUC_A01,11,018a,mapatirana,Pourouma minor,Urticaceae,11.3,O,FALSE,NA,12.03981143,20160831,-2.953036277,-59.94784281
DUC_A01,11,019a,mapatirana,Pourouma minor,Urticaceae,11.2,O,FALSE,NA,11.97312978,20160831,-2.953040339,-59.94782067
DUC_A01,11,020a,matamata branco,Eschweilera coriacea,Lecythidaceae,13.5,O,FALSE,NA,13.44857473,20160831,-2.953058077,-59.94787025
DUC_A01,11,021a,mamorana,Eriotheca globosa,Malvaceae,29.6,O,FALSE,NA,21.61648072,20160831,-2.953061744,-59.94785829
DUC_A01,11,022a,sucupira amarela,Diplotropis brasiliensis,Fabaceae,12.1,O,FALSE,NA,12.56456782,20160831,-2.953090357,-59.94777743
DUC_A01,11,023a,taquari,Mabea angularis,Euphorbiaceae,22.9,O,FALSE,NA,18.56302946,20160831,-2.953051718,-59.9477253
DUC_A01,11,024a,inhare,Helicostylis tomentosa,Moraceae,35.1,O,FALSE,NA,23.87252849,20160831,-2.953071819,-59.94771376
DUC_A01,11,025a,angelim rajado,Zygia racemosa,Fabaceae,10,O,FALSE,NA,11.15252146,20160831,-2.953093437,-59.94775063
DUC_A01,11,026a,bacaba,Oenocarpus bacaba,Arecaceae,17.8,P,FALSE,NA,15.93998059,20160831,-2.953152568,-59.94772708
DUC_A01,11,027a,envira preta,Guatteria schomburgkiana,Annonaceae,10.2,O,FALSE,NA,11.29202606,20160831,-2.95316301,-59.94770094
DUC_A01,11,028a,taruma,Vitex triflora,Lamiaceae,12.7,O,FALSE,NA,12.94852108,20160831,-2.953179146,-59.94771199
DUC_A01,11,029a,ucuuba branca,Virola crebrinervia,Myristicaceae,18.5,O,FALSE,NA,16.3188338,20160831,-2.953206697,-59.94774695
DUC_A01,11,030a,faveira rosa,NA,NA,23.4,O,FALSE,NA,18.80471378,20160831,-2.953157318,-59.94766569
DUC_A01,11,031a,liana,NA,NA,17.7,L,FALSE,NA,15.88531138,20160831,-2.953187104,-59.94766995
