plot_id,tree_id,stem_id,survey_id,recorded_local_name,species_name,dbh,pom,dead,stump,cut,fallen,broken,inclining,pcent_missing,stump_height_m,observations
HCN_CF10,10CF/tree[166],10CF/tree[166]/stem[1],5,simbiri,Androstachys johnsonii,13.2,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[167],10CF/tree[167]/stem[1],5,simbiri,Androstachys johnsonii,12.9,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[168],10CF/tree[168]/stem[1],5,simbiri,Androstachys johnsonii,7,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[168],10CF/tree[168]/stem[2],5,simbiri,Androstachys johnsonii,8.9,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[169],10CF/tree[169]/stem[1],5,simbiri,Androstachys johnsonii,12.6,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[169],10CF/tree[169]/stem[2],5,simbiri,Androstachys johnsonii,5.8,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[17],10CF/tree[17]/stem[1],5,simbiri,Androstachys johnsonii,7.8,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[170],10CF/tree[170]/stem[1],5,simbiri,Androstachys johnsonii,10.2,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[170],10CF/tree[170]/stem[2],5,simbiri,Androstachys johnsonii,7.6,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[170],10CF/tree[170]/stem[3],5,simbiri,Androstachys johnsonii,6,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[171],10CF/tree[171]/stem[1],5,simbiri,Androstachys johnsonii,5.3,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[171],10CF/tree[171]/stem[2],5,simbiri,Androstachys johnsonii,9.9,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[171],10CF/tree[171]/stem[3],5,simbiri,Androstachys johnsonii,9.1,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[171],10CF/tree[171]/stem[4],5,simbiri,Androstachys johnsonii,6.6,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[172],10CF/tree[172]/stem[1],5,simbiri,Androstachys johnsonii,7.6,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[173],10CF/tree[173]/stem[1],5,simbiri,Androstachys johnsonii,11.6,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[174],10CF/tree[174]/stem[1],5,simbiri,Androstachys johnsonii,14.5,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[175],10CF/tree[175]/stem[1],5,simbiri,Androstachys johnsonii,10.8,1.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[176],10CF/tree[176]/stem[1],5,simbiri,Androstachys johnsonii,7.3,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[177],10CF/tree[177]/stem[1],5,simbiri,Androstachys johnsonii,10,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[178],10CF/tree[178]/stem[1],5,simbiri,Androstachys johnsonii,13.2,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[178],10CF/tree[178]/stem[2],5,simbiri,Androstachys johnsonii,9.8,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
